projectRcn,projectID,participationId,projectAcronym,role,id,name,WikiOrganization,shortName,activityType,endOfParticipation,ecContribution,country,WikiCountry,street,WikiStreet,city,WikiCity,postCode
198732,671562,671562975106469,5G-ENSURE,participant,975106469,Nixu,http://www.wikidata.org/entity/Q18689003,NIXU,PRC,false,448150,Finland,http://www.wikidata.org/entity/Q33,KEILARANTA 15 B,,Espoo,https://www.wikidata.org/entity/Q47034,02150
198732,671562,671562996377696,5G-ENSURE,participant,996377696,Nokia Networks France,http://www.wikidata.org/entity/Q96583765,NBLF,PRC,false,299592.5,France,http://www.wikidata.org/entity/Q142,SITE NOKIA PARIS SACLAY ROUTE DE VILLEJUST,,Nozay,https://www.wikidata.org/entity/Q65442906,91620
198732,671562,671562999942931,5G-ENSURE,participant,999942931,OY L M ERICSSON AB,,LMF,PRC,false,327500,Finland,http://www.wikidata.org/entity/Q33,Jorvas railway station,https://www.wikidata.org/entity/Q4412088,JORVAS,,02420
198732,671562,671562999908496,5G-ENSURE,participant,999908496,TELECOM ITALIA SPA,,TIM,PRC,false,518250,Italy,http://www.wikidata.org/entity/Q38,VIA GAETANO NEGRI 1,,Milan,https://www.wikidata.org/entity/Q490,20123
198833,690893,690893957372347,TACTILENet,partner,957372347,New Jersey Institute of Technology,http://www.wikidata.org/entity/Q3272013,NJIT,HES,true,,United States of America,http://www.wikidata.org/entity/Q30,University Heights,https://www.wikidata.org/entity/Q7894730,Newark,https://www.wikidata.org/entity/Q25395,07102 1982
198833,690893,690893996682470,TACTILENet,partner,996682470,Nile University,http://www.wikidata.org/entity/Q1146856,NILE UNIVERSITY,HES,false,,Egypt,http://www.wikidata.org/entity/Q79,CAIRO ALEX DESERT ROAD KM 28 SMART VILLAGE B2,,Giza,https://www.wikidata.org/entity/Q81788,12677
198833,690893,690893999993468,TACTILENet,participant,999993468,Imperial College London,http://www.wikidata.org/entity/Q189022,Imperial,HES,false,126000,United Kingdom,http://www.wikidata.org/entity/Q145,SOUTH KENSINGTON CAMPUS EXHIBITION ROAD,,London,https://www.wikidata.org/entity/Q84,SW7 2AZ
198833,690893,690893999856892,TACTILENet,coordinator,999856892,Sabancı University,http://www.wikidata.org/entity/Q7395882,SABANCI UNIVERSITY,HES,false,162000,Turkey,http://www.wikidata.org/entity/Q43,UNIVERSITE CADDESI N 27 ORTA MAHALLE,,TUZLA ISTANBUL,,34956
198833,690893,690893998813463,TACTILENet,partner,998813463,Ohio State University,http://www.wikidata.org/entity/Q309331,OSU,HES,false,,United States of America,http://www.wikidata.org/entity/Q30,2036 NEIL AVENUE - BOLZ HALL 228,,Columbus,https://www.wikidata.org/entity/Q16567,43210
198833,690893,690893968428116,TACTILENet,partner,968428116,University of Texas System,http://www.wikidata.org/entity/Q2140391,UTSA,HES,false,,United States of America,http://www.wikidata.org/entity/Q30,COLORADO STREET 601,,Austin,https://www.wikidata.org/entity/Q16559,78701 2982
198833,690893,690893999879978,TACTILENet,partner,999879978,Carleton University,http://www.wikidata.org/entity/Q1041737,CARLETON UNIVERSITY,HES,false,,Canada,http://www.wikidata.org/entity/Q16,COLONEL BY DRIVE 1125,,Ottawa,https://www.wikidata.org/entity/Q1930,K1S 5B6
198833,690893,690893999904034,TACTILENet,participant,999904034,Aalborg University,http://www.wikidata.org/entity/Q601956,AAU,HES,false,130500,Denmark,http://www.wikidata.org/entity/Q35,FREDRIK BAJERS VEJ 7K,,Aalborg,https://www.wikidata.org/entity/Q25410,9220
215129,793140,793140999975329,WPCN,coordinator,999975329,University of Southampton,http://www.wikidata.org/entity/Q76473,SOUTHAMPTON,HES,false,195454.8,United Kingdom,http://www.wikidata.org/entity/Q145,Highfield,https://www.wikidata.org/entity/Q26281645,Southampton,https://www.wikidata.org/entity/Q79848,SO17 1BJ
206391,734545,734545999742141,SONNET,participant,999742141,SIGINT SOLUTIONS LTD,,SIG,PRC,false,207000,Cyprus,http://www.wikidata.org/entity/Q229,ARCHANGELOU 41 STROVOLOS,,Nicosia,https://www.wikidata.org/entity/Q3856,2057
206391,734545,734545999911309,SONNET,participant,999911309,LONDON SOUTH BANK UNIVERSITY LBG,,LSBU,HES,false,243000,United Kingdom,http://www.wikidata.org/entity/Q145,BOROUGH ROAD 103,,London,https://www.wikidata.org/entity/Q84,SE10AA
206391,734545,734545950930577,SONNET,coordinator,950930577,GREENSPHERE UNIPESSOAL LDA,,GS,PRC,false,220500,Portugal,http://www.wikidata.org/entity/Q45,AVENIDA CALOUSTE GULBENKIAN 174,,Águeda,https://www.wikidata.org/entity/Q249906,3750 102
206391,734545,734545999894528,SONNET,participant,999894528,University of Patras,http://www.wikidata.org/entity/Q1462246,UNIVERSITY OF PATRAS,HES,false,216000,Greece,http://www.wikidata.org/entity/Q41,UNIVERSITY CAMPUS RIO PATRAS,,Patras,https://www.wikidata.org/entity/Q133123,265 04
197341,671566,671566999976105,SUPERFLUIDITY,participant,999976105,University of Liège,http://www.wikidata.org/entity/Q1334582,ULIEGE,HES,false,355875,Belgium,http://www.wikidata.org/entity/Q31,PLACE DU 20 AOUT 7,,Liège,https://www.wikidata.org/entity/Q3992,4000
197341,671566,671566929543144,SUPERFLUIDITY,participant,929543144,EBLINK,,EBLINK,PRC,true,30400,France,http://www.wikidata.org/entity/Q142,3-5 RUE MARCEL PAGNOL,,BOUSSY SAINT-ANTOINE,,91800
197341,671566,671566952235130,SUPERFLUIDITY,participant,952235130,CITRIX ELLAS MONOPROSOPI ETAIRIA PERIORISMENIS EVTHINIS,,CITRIX,PRC,false,709375,Greece,http://www.wikidata.org/entity/Q41,EO KATO-ANO KASTRITSIOU 4,,KATO KASTRITSI PATRAS,,26504
197341,671566,671566999846222,SUPERFLUIDITY,participant,999846222,Ben-Gurion University of the Negev,http://www.wikidata.org/entity/Q737332,BGU,HES,false,233750,Israel,http://www.wikidata.org/entity/Q801,radix character,https://www.wikidata.org/entity/Q6575377,Beersheba,https://www.wikidata.org/entity/Q41843,84105
197341,671566,671566999911503,SUPERFLUIDITY,participant,999911503,ALTICE LABS SA,,ALTICE LABS,PRC,false,319500,Portugal,http://www.wikidata.org/entity/Q45,RUA JOSE FERREIRA PINTO BASTO,,Aveiro,https://www.wikidata.org/entity/Q485581,3810 106
197341,671566,671566934810826,SUPERFLUIDITY,participant,934810826,UNIFIED STREAMING BV,,USTR,PRC,false,150000,Netherlands,http://www.wikidata.org/entity/Q55,STADHOUDERSKADE 54HS,,Amsterdam,https://www.wikidata.org/entity/Q727,1072AB
197341,671566,671566999910824,SUPERFLUIDITY,participant,999910824,TELEFONICA INVESTIGACION Y DESARROLLO SA,,TID,PRC,false,271778,Spain,http://www.wikidata.org/entity/Q29,RONDA DE LA COMUNICACION SN DISTRITO C EDIFICIO OESTE I,,Madrid,https://www.wikidata.org/entity/Q2807,28050
197341,671566,671566954880320,SUPERFLUIDITY,participant,954880320,ONAPP LIMITED,,ONAPP LIMITED,PRC,false,587500,Gibraltar,http://www.wikidata.org/entity/Q1410,MONTAGU PAVILION QUEENSWAY 8-10,,Gibraltar,https://www.wikidata.org/entity/Q1410,E1 6QL
197341,671566,671566950302793,SUPERFLUIDITY,participant,950302793,RED HAT ISRAEL LTD,,RED HAT,PRC,false,615000,Israel,http://www.wikidata.org/entity/Q801,JERUSALEM ROAD 34 5TH FLOOR,,Ra'anana,https://www.wikidata.org/entity/Q309164,43501
197341,671566,671566910561893,SUPERFLUIDITY,participant,910561893,NEC LABORATORIES EUROPE GMBH,,NECLE,PRC,false,588216.86,Germany,http://www.wikidata.org/entity/Q183,KURFURSTEN-ANLAGE 36,,Heidelberg,https://www.wikidata.org/entity/Q2966,69115
197341,671566,671566999842342,SUPERFLUIDITY,participant,999842342,Politehnica University of Bucharest,http://www.wikidata.org/entity/Q1465448,UNIVERSITATEA POLITEHNICA DIN BUCURESTI,HES,false,287500,Romania,http://www.wikidata.org/entity/Q218,SPLAIUL INDEPENDENTEI 313 SECT 6,,Bucharest,https://www.wikidata.org/entity/Q19660,060042
197341,671566,671566987086066,SUPERFLUIDITY,participant,987086066,INTEL RESEARCH AND DEVELOPMENT IRELAND LIMITED,,ISL,PRC,false,687000,Ireland,http://www.wikidata.org/entity/Q27,COLLINSTOWN INDUSTRIAL PARK,,Leixlip Spa,https://www.wikidata.org/entity/Q6520474,W23
197341,671566,671566999908593,SUPERFLUIDITY,participant,999908593,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,,BT,PRC,false,328750,United Kingdom,http://www.wikidata.org/entity/Q145,Newgate street 81,,London,https://www.wikidata.org/entity/Q84,EC1A 7AJ
197341,671566,671566999911794,SUPERFLUIDITY,participant,999911794,NEC EUROPE LTD,,NEC,PRC,true,113741.14,United Kingdom,http://www.wikidata.org/entity/Q145,WEST END ROAD ATHENE ODYSSEY BUSINESS PARK SOUTH RUISLIP,,London,https://www.wikidata.org/entity/Q84,HA4 6QE
197341,671566,671566935159056,SUPERFLUIDITY,participant,935159056,ALCATELLUCENT ISRAEL LTD,,NOKIA,PRC,false,650000,Israel,http://www.wikidata.org/entity/Q801,Atir Yeda St. 16,,Kfar Saba,https://www.wikidata.org/entity/Q152436,44643
197341,671566,671566996377696,SUPERFLUIDITY,participant,996377696,Nokia Networks France,http://www.wikidata.org/entity/Q96583765,NBLF,PRC,false,608856,France,http://www.wikidata.org/entity/Q142,SITE NOKIA PARIS SACLAY ROUTE DE VILLEJUST,,Nozay,https://www.wikidata.org/entity/Q65442906,91620
197341,671566,671566999649603,SUPERFLUIDITY,coordinator,999649603,National Inter-University Consortium for Telecommunications,http://www.wikidata.org/entity/Q3687527,CNIT,HES,false,823122,Italy,http://www.wikidata.org/entity/Q38,VIALE G. P. USBERTI 181A,,Parma,https://www.wikidata.org/entity/Q2683,43124
197341,671566,671566938460839,SUPERFLUIDITY,participant,938460839,TELCARIA IDEAS SL,,TELCARIA,PRC,false,249750,Spain,http://www.wikidata.org/entity/Q29,Calle Alberto Aguilera 62 derecha 6-2,,Madrid,https://www.wikidata.org/entity/Q2807,28015
197341,671566,671566999897729,SUPERFLUIDITY,participant,999897729,TU Dresden,http://www.wikidata.org/entity/Q158158,TUD,HES,false,284500,Germany,http://www.wikidata.org/entity/Q183,Mietshaus Helmholtzstraße 10,https://www.wikidata.org/entity/Q49257829,Dresden,https://www.wikidata.org/entity/Q1731,01069
197350,671704,671704894228257,CHARISMA,participant,894228257,INCITES CONSULTING SA,,INC,PRC,false,276250,Luxembourg,http://www.wikidata.org/entity/Q32,130 ROUTE D'ARLON,,Gasthaus In der Straßen,https://www.wikidata.org/entity/Q1495445,8008
197350,671704,671704957062432,CHARISMA,participant,957062432,TELEKOM SLOVENIJE DD,,TELEKOM SLOVENIJE d. d.,PRC,false,152500,Slovenia,http://www.wikidata.org/entity/Q215,CIGALETOVA ULICA 15,,Ljubljana,https://www.wikidata.org/entity/Q437,1000
197350,671704,671704990607845,CHARISMA,participant,990607845,ETHERNITY NETWORKS LTD,,Ethernity Networks,PRC,false,709375,Israel,http://www.wikidata.org/entity/Q801,HAMELACHA 1,,Lod,https://www.wikidata.org/entity/Q207540,71520
197350,671704,671704955602485,CHARISMA,participant,955602485,APFUTURA INTERNACIONAL SOLUCIONES SL,,APFUTURA,PRC,false,282500,Spain,http://www.wikidata.org/entity/Q29,CALLE RECTOR TRIADO 73 PLANTA 11 3A,,Barcelona,https://www.wikidata.org/entity/Q1492,08014
197350,671704,671704999984059,CHARISMA,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,,Fraunhofer,REC,false,672347.5,Germany,http://www.wikidata.org/entity/Q183,HANSASTRASSE 27C,,Munich,https://www.wikidata.org/entity/Q1726,80686
197350,671704,671704999969994,CHARISMA,participant,999969994,INTRACOM SA TELECOM SOLUTIONS,,INTRACOM TELECOM,PRC,false,491875,Greece,http://www.wikidata.org/entity/Q41,NEW ROAD PEANIA MARKOPOULO 19 7KM,,Paiania,https://www.wikidata.org/entity/Q1236193,19002
197350,671704,671704999654550,CHARISMA,participant,999654550,COSMOTE KINITES TILEPIKOINONIES AE,,COSMOTE,PRC,false,213000,Greece,http://www.wikidata.org/entity/Q41,KIFISSIAS 99,,Athens,https://www.wikidata.org/entity/Q1524,15124
197350,671704,671704983002463,CHARISMA,participant,983002463,INNOROUTE GMBH,,INNOROUTE,PRC,false,458750,Germany,http://www.wikidata.org/entity/Q183,MARSSTRASSE 14 A,,Munich,https://www.wikidata.org/entity/Q1726,80335
197350,671704,671704999911503,CHARISMA,participant,999911503,ALTICE LABS SA,,ALTICE LABS,PRC,false,245750,Portugal,http://www.wikidata.org/entity/Q45,RUA JOSE FERREIRA PINTO BASTO,,Aveiro,https://www.wikidata.org/entity/Q485581,3810 106
197350,671704,671704999760183,CHARISMA,participant,999760183,JCPCONNECT,,JCP-C,PRC,false,413750,France,http://www.wikidata.org/entity/Q142,MAIL DE BOURGCHEVREUIL 9,,Les Perrières,https://www.wikidata.org/entity/Q3234531,35510
197350,671704,671704999856989,CHARISMA,participant,999856989,University of Essex,http://www.wikidata.org/entity/Q1075104,UESSEX,HES,false,647772.5,United Kingdom,http://www.wikidata.org/entity/Q145,Gate Lodge To East Of Wivenhoe Park,https://www.wikidata.org/entity/Q26556967,Colchester,https://www.wikidata.org/entity/Q575411,CO4 3SQ
197350,671704,671704999583061,CHARISMA,coordinator,999583061,i2CAT Foundation,http://www.wikidata.org/entity/Q30254591,I2CAT,REC,false,557312.5,Spain,http://www.wikidata.org/entity/Q29,CALLE GRAN CAPITA 2-4 EDIFICI NEXUS I,,Barcelona,https://www.wikidata.org/entity/Q1492,08034
197350,671704,671704999941088,CHARISMA,participant,999941088,ERICSSON ESPANA SA,,ERICSSON ESPANA SA,PRC,false,369562.5,Spain,http://www.wikidata.org/entity/Q29,CALLE RETAMA 1,,Madrid,https://www.wikidata.org/entity/Q2807,28045
210631,761816,761816999609833,global5g.org,participant,999609833,Inno (France),http://www.wikidata.org/entity/Q30254782,INNO TSD,PRC,false,169125,France,http://www.wikidata.org/entity/Q142,PLACE JOSEPH BERMOND OPHIRA I,,Sophia Antipolis,https://www.wikidata.org/entity/Q1359930,06560
210631,761816,761816991256096,global5g.org,participant,991256096,AALTO KORKEAKOULUSAATIO SR,,AALTO,HES,false,220000,Finland,http://www.wikidata.org/entity/Q33,OTAKAARI 1,,Espoo,https://www.wikidata.org/entity/Q47034,02150
210631,761816,761816951376971,global5g.org,participant,951376971,IDC ITALIA SRL,,IDC,PRC,false,171250,Italy,http://www.wikidata.org/entity/Q38,VIALE MONZA 14,,Milan,https://www.wikidata.org/entity/Q490,20127
210631,761816,761816999687724,global5g.org,coordinator,999687724,TRUSTIT SERVICES LIMITED,,TRUST-IT,PRC,false,334625,United Kingdom,http://www.wikidata.org/entity/Q145,CHASE SIDE 42 CHASE GREEN HOUSE,,Lee-Enfield,https://www.wikidata.org/entity/Q723346,EN2 6NF
211422,761745,761745952269953,Clear5G,participant,952269953,WINGS ICT SOLUTIONS INFORMATION & COMMUNICATION TECHNOLOGIES IKE,,WINGS,PRC,false,303750,Greece,http://www.wikidata.org/entity/Q41,189 SYGGROU AVENUE,,NEA SMYRNI,,171 21
211422,761745,761745999988909,Clear5G,participant,999988909,Netherlands Organisation for Applied Scientific Research,http://www.wikidata.org/entity/Q1867222,NETHERLANDS ORGANISATION FORAPPLIED SCIENTIFIC RESEARCH,REC,false,467938.75,Netherlands,http://www.wikidata.org/entity/Q55,ANNA VAN BUERENPLEIN 1,,The Hague,https://www.wikidata.org/entity/Q36600,2595 DA
211422,761745,761745999992401,Clear5G,participant,999992401,Alternative Energies and Atomic Energy Commission,http://www.wikidata.org/entity/Q868550,CEA,REC,false,444177.5,France,http://www.wikidata.org/entity/Q142,RUE LEBLANC 25,,Paris,https://www.wikidata.org/entity/Q90,75015
211422,761745,761745998808710,Clear5G,participant,998808710,National Taiwan University,http://www.wikidata.org/entity/Q32746,NTU,HES,false,,Taiwan,http://www.wikidata.org/entity/Q865,ROOSEVELT ROAD 1,,Taipei,https://www.wikidata.org/entity/Q1867,10617
211422,761745,761745973312163,Clear5G,participant,973312163,Türk Telekom,http://www.wikidata.org/entity/Q263700,Turk Telekom,PRC,false,190000,Turkey,http://www.wikidata.org/entity/Q43,TURGUT OZAL BULVARI AYDINLIKEVLER KAVSAGI,,Ankara,https://www.wikidata.org/entity/Q3640,06104
211422,761745,761745999958548,Clear5G,participant,999958548,TOSHIBA EUROPE LIMITED,,Toshiba Europe Limited,PRC,false,328125,United Kingdom,http://www.wikidata.org/entity/Q145,1 ST FLOOR 3 FURZEGROUND WAY STOCKL CAMBRIDGE SCIENCE PARK,,Uxbridge Alderglade,https://www.wikidata.org/entity/Q20713935,UB11 1EZ
211422,761745,761745996349954,Clear5G,participant,996349954,ARGELA YAZILIM VE BILISIM TEKNOLOJILERI SANAYI VE TICARET AS,,ARG,PRC,false,278750,Turkey,http://www.wikidata.org/entity/Q43,RESITPASA MAH KATAR CAD 4 ITU ARI TEKNOKENT IC KAPI 502601-604 MASLAK SARIYER,,"Kâzım Karabekir, Sarıyer",https://www.wikidata.org/entity/Q61071420,34467
211422,761745,761745917338119,Clear5G,participant,917338119,ADLINK TECHNOLOGY INC,,ADLINK,PRC,false,,Taiwan,http://www.wikidata.org/entity/Q865,9F NO.166 JIAN YI ROAD ZHONGHE DISTRICT,,New Taipei City,https://www.wikidata.org/entity/Q244898,235
211422,761745,761745916640107,Clear5G,participant,916640107,FAIR FRIEND ENTERPRISE CO. LTD,,FFG,PRC,false,,Taiwan,http://www.wikidata.org/entity/Q865,NO. 186 YUNGCHI RD. XINTI DIST.,,Taipei,https://www.wikidata.org/entity/Q1867,11066
211422,761745,761745999985223,Clear5G,coordinator,999985223,University of Surrey,http://www.wikidata.org/entity/Q546976,SURREY,HES,false,485875,United Kingdom,http://www.wikidata.org/entity/Q145,Stag Hill,,Guildford Four and Maguire Seven,https://www.wikidata.org/entity/Q15135776,GU2 7XH
211422,761745,761745993977916,Clear5G,participant,993977916,Institute for Information Industry,http://www.wikidata.org/entity/Q269514,III,REC,false,,Taiwan,http://www.wikidata.org/entity/Q865,11F section 2 Heping East Road,,Taipei,https://www.wikidata.org/entity/Q1867,106
197027,674491,674491934624974,VATech,coordinator,934624974,FRACTUS SA,,FRACTUS,PRC,false,757739.5,Spain,http://www.wikidata.org/entity/Q29,CALLE ALCALDE BARNILS 64 68,,SANT CUGAT DEL VALLES,,08174
207696,756407,756407952261126,AWARENET,coordinator,952261126,CLOUDSTREET OY,,CLDST,PRC,false,1603787.5,Finland,http://www.wikidata.org/entity/Q33,TEKNIIKANTIE 12,,Espoo,https://www.wikidata.org/entity/Q47034,02150
193977,643002,643002999852236,ACT5G,coordinator,999852236,Linköping University,http://www.wikidata.org/entity/Q782600,LIU,HES,false,527318.64,Sweden,http://www.wikidata.org/entity/Q34,CAMPUS VALLA,,Linköping,https://www.wikidata.org/entity/Q25413,581 83
193977,643002,643002999573458,ACT5G,partner,999573458,THE UNIVERSITY SYSTEM OF MARYLAND FOUNDATION INC.,,USMF,HES,false,,United States of America,http://www.wikidata.org/entity/Q30,METZEROTT ROAD 3300,,Adelphi,https://www.wikidata.org/entity/Q4682057,20783
193977,643002,643002999940603,ACT5G,participant,999940603,NOKIA SOLUTIONS AND NETWORKS GMBH &CO KG,,NSN,PRC,false,,Germany,http://www.wikidata.org/entity/Q183,WERINHERSTRASSE 91,,Munich,https://www.wikidata.org/entity/Q1726,81541
193977,643002,643002999879881,ACT5G,participant,999879881,Politecnico di Milano,http://www.wikidata.org/entity/Q392904,POLIMI,HES,false,516122.64,Italy,http://www.wikidata.org/entity/Q38,PIAZZA LEONARDO DA VINCI 32,,Milan,https://www.wikidata.org/entity/Q490,20133
215169,793529,793529999979694,PABLO,coordinator,999979694,Cardiff University,http://www.wikidata.org/entity/Q1035745,CARDIFF UNIVERSITY,HES,false,195454.8,United Kingdom,http://www.wikidata.org/entity/Q145,"36, St John's Road",https://www.wikidata.org/entity/Q26646978,Cardiff,https://www.wikidata.org/entity/Q10690,CF24 ODE
218436,813391,813391933921918,TeamUp5G,partner,933921918,Spanish Patent and Trademark Office,http://www.wikidata.org/entity/Q3398826,OETN,PRC,false,,Spain,http://www.wikidata.org/entity/Q29,Paseo de la Castellana 75,,Madrid,https://www.wikidata.org/entity/Q2807,28071
218436,813391,813391999910630,TeamUp5G,partner,999910630,Telenor,http://www.wikidata.org/entity/Q845632,TELENOR ASA,PRC,false,,Norway,http://www.wikidata.org/entity/Q20,SNAROYVEIEN 30,,IT Fornebu,https://www.wikidata.org/entity/Q19375323,1331
218436,813391,813391999997736,TeamUp5G,participant,999997736,Aarhus University,http://www.wikidata.org/entity/Q924265,AU,HES,false,297522,Denmark,http://www.wikidata.org/entity/Q35,NORDRE RINGGADE 1,,Aarhus,https://www.wikidata.org/entity/Q25319,8000
218436,813391,813391999580248,TeamUp5G,participant,999580248,Telecommunications Institute,http://www.wikidata.org/entity/Q29565491,IT,REC,false,1188601.2,Portugal,http://www.wikidata.org/entity/Q45,CAMPUS UNIVERSITARIO DE SANTIAGO UNIVERSIDADE DE AVEIRO,,Glória e Vera Cruz,https://www.wikidata.org/entity/Q18468239,3810 193
218436,813391,813391955040467,TeamUp5G,participant,955040467,PIETRZYK SLAWOMIR,,IS-WIRELESS,PRC,false,227478.6,Poland,http://www.wikidata.org/entity/Q36,ULICA PULAWSKA 45B,,Piaseczno,https://www.wikidata.org/entity/Q741876,05 500
218436,813391,813391910103762,TeamUp5G,partner,910103762,LIPHI TECHNOLOGIES SL,,LIPHI,PRC,false,,Spain,http://www.wikidata.org/entity/Q29,CALLE MOZART 5 - 5F,,Madrid,https://www.wikidata.org/entity/Q2807,28008
218436,813391,813391998000118,TeamUp5G,participant,998000118,ECLEXYS SAGL,,EXYS,PRC,false,281276.64,Switzerland,http://www.wikidata.org/entity/Q39,VIA DELL INGLESE 6,,RIVA SAN VITALE,,6826
218436,813391,813391986185518,TeamUp5G,partner,986185518,PANEPISTIMIO DYTIKIS MAKEDONIAS,,UNIVERSITY OF WESTERN MACEDONIA UOWM,HES,false,,Greece,http://www.wikidata.org/entity/Q41,PARKO AGIOU DIMITRIOU 1,,Kozani,https://www.wikidata.org/entity/Q180176,50100
218436,813391,813391998622567,TeamUp5G,partner,998622567,ISCTE – Lisbon University Institute,http://www.wikidata.org/entity/Q2886844,Iscte,HES,false,,Portugal,http://www.wikidata.org/entity/Q45,AVENIDA DAS FORCAS ARMADAS,,Lisbon,https://www.wikidata.org/entity/Q597,1649 026
218436,813391,813391969038343,TeamUp5G,participant,969038343,DIETHNES PANEPISTIMIO ELLADOS,,INTERNATIONAL HELLENIC UNIVERSITY IHU,HES,false,486035.28,Greece,http://www.wikidata.org/entity/Q41,14TH KM THESSALONIKIS MOUDANIA,,Thermi,https://www.wikidata.org/entity/Q15303790,57001
218436,813391,813391960782479,TeamUp5G,partner,960782479,New University of Lisbon,http://www.wikidata.org/entity/Q1979891,UNL,HES,false,,Portugal,http://www.wikidata.org/entity/Q45,CAMPUS DE CAMPOLIDE,,Lisbon,https://www.wikidata.org/entity/Q597,1099 085
218436,813391,813391999910824,TeamUp5G,partner,999910824,TELEFONICA INVESTIGACION Y DESARROLLO SA,,TID,PRC,false,,Spain,http://www.wikidata.org/entity/Q29,RONDA DE LA COMUNICACION SN DISTRITO C EDIFICIO OESTE I,,Madrid,https://www.wikidata.org/entity/Q2807,28050
218436,813391,813391999865331,TeamUp5G,partner,999865331,University of Aveiro,http://www.wikidata.org/entity/Q29671,UAVR,HES,false,,Portugal,http://www.wikidata.org/entity/Q45,CAMPUS UNIVERSITÁRIO DE SANTIAGO,,Aveiro,https://www.wikidata.org/entity/Q485581,3810-193
218436,813391,813391999742335,TeamUp5G,participant,999742335,PDM E FC PROJECTO DESENVOLVIMENTO MANUTENCAO FORMACAO E CONSULTADORIALDA,,PDM E FC LDA,PRC,false,237720.24,Portugal,http://www.wikidata.org/entity/Q45,R AMADEU SOUSA CARDOSO 20 1 DTO,,Lisbon,https://www.wikidata.org/entity/Q597,1300 066
218436,813391,813391999806064,TeamUp5G,participant,999806064,NOKIA SPAIN SA,,NOKIASP,PRC,false,250904.88,Spain,http://www.wikidata.org/entity/Q29,CALLE MARIA TUBAU 9,,Madrid,https://www.wikidata.org/entity/Q2807,28045
218436,813391,813391998767291,TeamUp5G,participant,998767291,ALEXANDREIO TECHNOLOGIKO EKPAIDEITIKO IDRYMA THESSALONIKIS,,ATEITH,HES,true,,Greece,http://www.wikidata.org/entity/Q41,SINDOS THESSALONIKI,,Thessaloniki,https://www.wikidata.org/entity/Q17151,57400
218436,813391,813391996437254,TeamUp5G,partner,996437254,University of Beira Interior,http://www.wikidata.org/entity/Q846725,UBI,HES,false,,Portugal,http://www.wikidata.org/entity/Q45,Convento de Santo António (Sertã),https://www.wikidata.org/entity/Q9871724,Covilhã,https://www.wikidata.org/entity/Q849026,6201 001
218436,813391,813391943620269,TeamUp5G,partner,943620269,UNIAUDAX,,AUD,OTH,false,,Portugal,http://www.wikidata.org/entity/Q45,Avenida das Forças Armadas Edifício ISCTE,,Lisbon,https://www.wikidata.org/entity/Q597,1649-026
218436,813391,813391999899572,TeamUp5G,coordinator,999899572,Carlos III University of Madrid,http://www.wikidata.org/entity/Q1247135,UC3M,HES,false,752714.64,Spain,http://www.wikidata.org/entity/Q29,CALLE MADRID 126,,Getafe,https://www.wikidata.org/entity/Q24012739,28903
223010,856777,856777999910630,Full5G,participant,999910630,Telenor,http://www.wikidata.org/entity/Q845632,TELENOR ASA,PRC,false,92250,Norway,http://www.wikidata.org/entity/Q20,SNAROYVEIEN 30,,IT Fornebu,https://www.wikidata.org/entity/Q19375323,1331
223010,856777,856777999908981,Full5G,participant,999908981,France Telecom,http://www.wikidata.org/entity/Q912413,Orange,PRC,false,68000,France,http://www.wikidata.org/entity/Q142,RUE OLIVIER DE SERRES 78,,Paris,https://www.wikidata.org/entity/Q90,75015
223010,856777,856777999618660,Full5G,participant,999618660,Waterford Institute of Technology,http://www.wikidata.org/entity/Q7974025,WIT,HES,false,123750,Ireland,http://www.wikidata.org/entity/Q27,Cork Western Road railway station,https://www.wikidata.org/entity/Q5170831,Waterford,https://www.wikidata.org/entity/Q183551,X91
223010,856777,856777906664821,Full5G,participant,906664821,TRUSTIT SRL,,TRUST-IT SRL,PRC,false,147500,Italy,http://www.wikidata.org/entity/Q38,VIA BIXIO 25,,Pisa,https://www.wikidata.org/entity/Q13375,56125
223010,856777,856777935632513,Full5G,participant,935632513,THE 5G INFRASTRUCTURE ASSOCIATION,,THE 5G INFRASTRUCTURE ASSOCIATION,OTH,false,215625,Belgium,http://www.wikidata.org/entity/Q31,SINT-MICHIELSLAAN 47,,Brussels,https://www.wikidata.org/entity/Q239,1040
223010,856777,856777999940603,Full5G,participant,999940603,NOKIA SOLUTIONS AND NETWORKS GMBH &CO KG,,NSN,PRC,false,116820,Germany,http://www.wikidata.org/entity/Q183,WERINHERSTRASSE 91,,Munich,https://www.wikidata.org/entity/Q1726,81541
223010,856777,856777999912279,Full5G,coordinator,999912279,EURESCOMEUROPEAN INSTITUTE FOR RESEARCH AND STRATEGIC STUDIES IN TELECOMMUNICATIONS GMBH,,EURESCOM,PRC,false,471125,Germany,http://www.wikidata.org/entity/Q183,WIEBLINGER WEG 194,,Heidelberg,https://www.wikidata.org/entity/Q2966,69123
223010,856777,856777992358016,Full5G,participant,992358016,INTERINNOV SAS,,INTERINNOV SAS,PRC,false,188550,France,http://www.wikidata.org/entity/Q142,Théâtre des Champs-Élysées,https://www.wikidata.org/entity/Q726531,antonym,https://www.wikidata.org/entity/Q131779,92160
