CAE_ID,NOTICE_ID,ID_TYPE,DT_DISPATCH,CANCELLED,B_MULTIPLE_CAE,CAE_NAME,CAE_NATIONALID,CAE_TOWN,CAE_POSTAL_CODE,ISO_COUNTRY_CODE,CAE_TYPE,MAIN_ACTIVITY,TYPE_OF_CONTRACT,CPV,B_GPA,VALUE_EURO_FIN_2,B_EU_FUNDS,DURATION,TOP_TYPE,B_ELECTRONIC_AUCTION
201828073FR,201828073,2,2018-01-18,0,false,Syndicat mixte de collecte des déchets,,Bours,65460,FR,3,Environment,U,9134200.0,false,900000,false,48.03,OPE,false
201828074FR,201828074,2,2018-01-18,0,false,Change,,Metz Tessy,74370,FR,8,Health,U,33140000.0,true,,false,11.97,OPE,false
201828080UK,201828080,2,2018-01-18,0,false,London Borough of Bromley,,Bromley,BR1 3UH,UK,3,General public\services,U,45212313.0,true,,false,20.07,OPE,false
201828085FR,201828085,2,2018-01-18,0,false,Ville de Biganos,,Biganos,33-380,FR,3,General public\services,U,50720000.0,false,800000,false,60.03,OPE,false
201828088FR,201828088,2,2018-01-18,0,false,Cœur d&apos;Essonne agglomération,20005785900015,Sainte-Geneviève-des-Bois Cedex,91704,FR,6,General public\services,U,44111000.0,true,,false,11.97,OPE,false
201828101HU,201828101,2,2018-01-18,0,false,Magyar Közút Nonprofit Zrt.,AK15427,Budapest,1024,HU,6,Other,U,44510000.0,true,,false,13.03,OPE,false
201828104DE,201828104,2,2018-01-19,0,false,"Stadt Pulheim, ZVS",,Pulheim,50259,DE,3,General public\services,U,22111000.0,true,,false,48.03,RES,false
201828111AT,201828111,2,2018-01-19,0,false,"Land Niederösterreich vertreten durch das Amt der NÖ Landesregierung, NÖ Straßenbauabteilung Amstetten",,Amstetten,3300,AT,N,General public\services,U,34927100.0,false,,false,10.99,OPE,false
201828112NL,201828112,2,2018-01-19,0,false,Stichting Christelijk Primair Onderwijs voor Veenendaal en omgeving,30159181,Veenendaal,3905 pg,NL,6,Education,U,30230000.0,false,350000,false,48.03,OPE,false
201828118SE,201828118,2,2018-01-19,0,false,Karlstads kommun,212000-1850,Karlstad,651 84,SE,3,General public\services,U,32232000.0,true,,false,24.01,OPE,false
201828124FR,201828124,2,2018-01-18,0,false,SDIS des Yvelines,28780053600032,Versailles,78007,FR,6,Other,U,9130000.0,true,207000,false,9.01,OPE,false
201828125DE,201828125,2,2018-01-17,0,false,Beschaffungsamt des Bundesministeriums des Innern,,Bonn,53119,DE,1,General public\services,U,32000000.0,true,23200000,false,36.02,OPE,false
201828127SE,201828127,2,2018-01-18,0,false,Luleå kommun,212000-2742,Luleå,971 85,SE,3,General public\services,U,34144511.0,true,221778.66,false,12.01,OPE,false
201828129BE,201828129,2,2018-01-18,0,false,ULB Hôpital Erasme,,Anderlecht,1070,BE,8,Health,U,33191100.0,true,,false,96.09,OPE,false
201828133SE,201828133,2,2018-01-19,0,false,Karlstads Bostadsaktiebolag,556041-7916,Karlstad,651 21,SE,3,Housing and community amenities,U,48421000.0,true,,false,48.03,OPE,false
201828135DE,201828135,2,2018-01-19,0,false,Westküstenkliniken Brunsbüttel und Heide gGmbH,,Heide,25746,DE,6,Health,U,9123000.0,true,1300000,false,24.05,OPE,true
201828144FI,201828144,2,2018-01-19,0,false,Kansaneläkelaitos,,Helsinki,00056,FI,6,Social protection,U,18530000.0,true,,false,36.02,OPE,false
201828146SE,201828146,2,2018-01-19,0,false,Västra Götalandsregionen,232100-0131,Vänersborg,46280,SE,3,Health,U,33130000.0,true,,false,23.98,OPE,false
201828156SE,201828156,2,2018-01-19,0,false,Karlskrona kommun,212000-0829,Karlskrona,371 83,SE,3,General public\services,U,9100000.0,true,,false,36.02,OPE,false
201828164SE,201828164,2,2018-01-19,0,false,Uppsala kommun,212000-3005,Uppsala,753 75,SE,3,General public\services,U,33196100.0,true,633653.33,false,24.01,OPE,false
201828177FR,201828177,2,2018-01-19,0,false,SDIS de la Moselle,,Metz Cedex 3,57072,FR,R,Public Order and Safety,U,66133000.0,true,2049600,false,11.97,OPE,false
201828181SE,201828181,2,2018-01-19,0,false,Region Östergötland,232100-0040,Linköping,581 85,SE,3,Health,U,33100000.0,true,,false,24.01,OPE,false
201828190DK,201828190,2,2018-01-19,0,false,Odense kommune,35209115,Odense C,5000,DK,3,General public\services,U,44113910.0,true,631279.21,false,32.43,OPE,false
201828202FI,201828202,2,2018-01-19,0,true,Etelä-Karjalan koulutuskuntayhtymä---Etelä-Karjalan sosiaali- ja terveyspiiri---Lappeenrannan Toimitilat Oy---Lappeenrannan kaupunki---Lappeenrannan kaupunki hankintapalvelut---Lappeenrannan seurakuntayhtymä---Luumäen kunta---Rautjärven kunta---Saimaan Tukipalvelut Oy---Savitaipaleen kunta---Taipalsaareen kunta,0162193-3,Lappeenranta---Lappeenranta---Lappeenranta---Lappeenranta---Lappeenranta---Lappeenranta---Luumäki---Rautjärvi---Lappeenranta---Savitaipale---Taipalsaari,53101,FI,3,General public\services,U,42500000.0,true,,false,11.97,OPE,false
201828205FI,201828205,2,2018-01-19,0,true,Pohjois-Karjalan hankintatoimi---Siun sote - Pohjois-Karjalan sosiaali- ja terveyspalvelujen kuntayhtymä,0242746-2,Joensuu---Joensuu,80101,FI,3,General public\services,U,33000000.0,true,2000000,false,24.01,OPE,false
201828586SE,201828586,2,2018-01-18,0,false,Mora Kommun,2120002213,Mora,79280,SE,3,General public\services,S,90000000.0,true,,false,24.01,OPE,false
201828587NL,201828587,2,2018-01-18,0,false,Waterschap Zuiderzeeland,32164084,Lelystad,8224 KT,NL,8,Other,S,66510000.0,true,,false,33.06,OPE,false
201828590NL,201828590,2,2018-01-18,0,false,gemeente &apos;s-Hertogenbosch,491878990,&apos;s-Hertogenbosch,5211 HH,NL,3,General public\services,S,71000000.0,true,,false,24.01,OPE,false
201828593SK,201828593,2,2018-01-15,0,false,"Lesy Slovenskej republiky, štátny podnik",36038351,Banská Bystrica,97566,SK,6,Other,S,77200000.0,true,1552311,false,9.57,OPE,false
201828597SK,201828597,2,2018-01-16,0,false,"Lesy Slovenskej republiky, štátny podnik",36038351,Banská Bystrica,97566,SK,8,Other,S,77200000.0,true,780000,false,9.54,OPE,false
201828598UK,201828598,2,2018-01-18,0,false,Natural Resources Wales,,Gwynedd,LL57 2DW,UK,8,Environment,S,79822500.0,true,549128.72,false,48.03,OPE,false
201828599FI,201828599,2,2018-01-18,0,false,Tampereen Tilapalvelut Oy,2863261-6,Tampere,33540,FI,8,Other,S,71000000.0,true,900000,false,24.01,OPE,false
201828600NL,201828600,2,2018-01-18,0,false,Radboud Universiteit,09109354,Nijmegen,6500 KD,NL,6,Education,S,79994000.0,true,,false,24.11,OPE,false
201828609NL,201828609,2,2018-01-18,0,false,Gemeente Moerdijk,541872553,Zevenbergen,4761 BJ,NL,3,General public\services,S,37535200.0,true,1570000,false,23.95,OPE,false
201828615NL,201828615,2,2018-01-18,0,false,Inkoop Midden Groningen,30744292,Hoogezand,9603 AE,NL,3,General public\services,S,77312100.0,true,,false,47.76,OPE,false
201828621ES,201828621,2,2018-01-18,0,false,Rectorado de la Universidad de Salamanca,Q3718001E,Salamanca,37008,ES,8,Education,S,60000000.0,false,975000,false,16.94,OPE,false
201828623SK,201828623,2,2018-01-17,0,false,"Lesy Slovenskej republiky, štátny podnik",36038351,Banská Bystrica,97566,SK,6,Other,S,77230000.0,false,666946,false,10.03,OPE,false
201828625SK,201828625,2,2018-01-17,0,false,"Lesy Slovenskej republiky, štátny podnik",36038351,Banská Bystrica,97566,SK,6,Other,S,77230000.0,false,631583.58,false,9.67,OPE,false
201828637ES,201828637,2,2018-01-18,0,false,Consejo Catalán del Deporte,Q0801079E,Esplugues de Llobregat,08950,ES,1,General public\services,S,50800000.0,false,727440,false,21.02,OPE,false
201828638DE,201828638,2,2018-01-18,0,false,Der Aggerverband - KöR,122537802,Gummersbach,51645,DE,1,General public\services,S,71730000.0,false,260000,false,47.96,OPE,true
201828644DE,201828644,2,2018-01-18,0,false,Gebäudemanagementbetrieb der Landeshauptstadt Saarbrücken - GMS,,Saarbrücken,66111,DE,3,General public\services,S,90919000.0,true,,false,48.03,OPE,false
201828647DE,201828647,2,2018-01-18,0,false,Bezirkskrankenhaus Bayreuth,,Bayreuth,95445,DE,8,Health,S,71200000.0,false,340000,false,49.05,NIC,false
201828654DE,201828654,2,2018-01-18,0,false,Thüringen Forst – Anstalt öffentlichen Rechts,,Erfurt,99085,DE,6,General public\services,S,77231900.0,true,,false,11.97,OPE,false
201828663UK,201828663,2,2018-01-18,0,false,The Police &amp; Crime Commissioner for Lincolnshire,598669451,Lincoln,LN2 2LT,UK,6,Public Order and Safety,S,66510000.0,true,1647386.15,false,36.02,OPE,false
201828664DE,201828664,2,2018-01-18,0,false,Stadt Solingen,,Solingen,42601,DE,3,General public\services,S,77310000.0,true,,false,21.02,OPE,false
201828666FR,201828666,2,2018-01-18,0,false,Groupement de commande ville et CCAS,,Port-Jérôme-sur-Seine,,FR,8,Other,S,71356100.0,true,70000,false,9.01,OPE,false
201828667DE,201828667,2,2018-01-18,0,false,"Landeshauptstadt Stuttgart, Hochbauamt",,Stuttgart,70178,DE,3,General public\services,S,71200000.0,true,,false,55.07,NIC,false
201828668UK,201828668,2,2018-01-18,0,false,Solihull College,,Solihull,B91 1SB,UK,6,Education,S,71314100.0,false,,false,24.01,OPE,false
201828669DE,201828669,2,2018-01-18,0,false,Landkreis Harz,,Halberstadt,38820,DE,3,General public\services,S,71300000.0,false,,true,18.52,NIC,false
201828671UK,201828671,2,2018-01-18,0,false,Oxford City Council,,Oxford,OX1 1DS,UK,3,General public\services,S,44212310.0,false,,false,36.02,RES,false
201828672DE,201828672,2,2018-01-18,0,false,Landkreis Harz,,Halberstadt,38820,DE,3,General public\services,S,71300000.0,false,,true,18.52,NIC,false
201828678DE,201828678,2,2018-01-18,0,false,Kreis Weseler Abfallgesellschaft mbH &amp; Co. KG Abfallentsorgungszentrum (AEZ) Asdonkshof,,Kamp-Lintfort,47475,DE,8,Other,S,90510000.0,false,,false,36.02,OPE,false
201828682DE,201828682,2,2018-01-18,0,false,Bezirkskrankenhaus Bayreuth,,Bayreuth,95445,DE,8,Health,S,71200000.0,false,250000,false,49.05,NIC,false
201828690DE,201828690,2,2018-01-19,0,false,Freistaat Bayern vertreten durch das Bayerische Landesamt für Steuern – Zentrale Vergabestelle,,München,80333,DE,3,General public\services,S,90911200.0,false,,false,36.02,OPE,false
201828695PL,201828695,2,2018-01-18,0,false,Krakowski Holding Komunalny S.A. w Krakowie,,Kraków,30-347,PL,6,General public\services,S,50800000.0,false,,false,1.55,OPE,false
201828704FR,201828704,2,2018-01-18,0,false,CC grande vallée de la Marne,,Ay Champagne,51160,FR,3,General public\services,S,90500000.0,true,351000,false,60.03,OPE,false
201828709DE,201828709,2,2018-01-19,0,false,Studentenwerk Niederbayern/Oberpfalz,,Regensburg,93053,DE,6,Social protection,S,72400000.0,false,650000,false,55,OPE,false
201828716SE,201828716,2,2018-01-19,0,false,"Stockholms stad, Exploateringskontoret",212000-0142,Stockholm,104 20,SE,3,General public\services,S,71241000.0,true,,false,36.02,OPE,false
201828718SE,201828718,2,2018-01-19,0,false,Statens Jordbruksverk,202100-4151,Jönköping,55182,SE,N,General public\services,S,79500000.0,true,,false,24.01,OPE,false
201828722SE,201828722,2,2018-01-19,0,false,Uppsalahem Aktiebolag,556137-3589,Uppsala,753 29,SE,3,Housing and community amenities,S,90911100.0,true,1056088.88,false,11.91,OPE,false
201828733PL,201828733,2,2018-01-19,0,false,Lasy Państwowe Nadleśnictwo Cybinka w Cybince,970039927,Cybinka,69-108,PL,8,Other,S,77200000.0,false,746488.12,false,11.05,OPE,false
201828735DE,201828735,2,2018-01-19,0,false,Straßenbauamt Südwestthüringen,163400,Zella-Mehlis,98544,DE,3,Other,S,77310000.0,true,,false,17.63,OPE,false
201828736NL,201828736,2,2018-01-19,0,false,Gemeente Haarlemmermeer,,Hoofddorp,2132TZ,NL,3,General public\services,S,71000000.0,false,62057,false,5.95,OPE,false
201828738DE,201828738,2,2018-01-19,0,false,Landratsamt Göppingen - Bestandssanierung Hochhaus,,Göppingen,73033,DE,3,General public\services,S,71300000.0,false,,false,49.57,NIC,false
201828740DE,201828740,2,2018-01-19,0,false,Landkreis Helmstedt,,Helmstedt,38350,DE,3,General public\services,S,60130000.0,true,,false,23.22,OPE,false
201828743SE,201828743,2,2018-01-19,0,false,Kalmar läns landsting,232100-0073,Kalmar,,SE,3,Health,S,72000000.0,true,,false,48.06,NIC,false
201828744DE,201828744,2,2018-01-19,0,false,"Landeshauptstadt Magdeburg, Der Oberbürgermeister",,Magdeburg,39090,DE,3,General public\services,S,60130000.0,true,,false,23.22,OPE,false
201828754UK,201828754,2,2018-01-19,0,false,General Medical Council (GMC),,Manchester,M3 3AW,UK,6,Health,S,79600000.0,true,610143.02,false,36.02,OPE,false
201828760DE,201828760,2,2018-01-19,0,false,Landratsamt Göppingen – Bestandssanierung Hochhaus,,Göppingen,73033,DE,3,General public\services,S,71200000.0,false,,false,49.57,NIC,false
201828761FR,201828761,2,2018-01-19,0,false,Centre hospitalier universitaire,,Caen,14033,FR,8,Health,S,79625000.0,true,1900000,false,11.97,OPE,false
201828765NL,201828765,2,2018-01-19,0,false,Gemeente Haarlemmermeer,,Hoofddorp,2132TZ,NL,3,General public\services,S,71000000.0,false,56885,false,5.95,OPE,false
201828767NL,201828767,2,2018-01-19,0,false,Gemeente Rotterdam,24483298 0003,Rotterdam,3002 AN,NL,3,General public\services,S,90513600.0,false,,false,24.01,OPE,false
201828769PL,201828769,2,2018-01-19,0,false,Miejskie Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o.,32043044800000,Choszczno,73200,PL,8,Housing and community amenities,S,90510000.0,false,,false,11.91,OPE,false
201828770DE,201828770,2,2018-01-19,0,false,"Deutsche Rentenversicherung Mitteldeutschland, Zentrale Beschaffungsstelle",03/80000/18/VOL,Erfurt,99097,DE,6,Social protection,S,79713000.0,true,,false,11.97,OPE,false
201828772SE,201828772,2,2018-01-19,0,false,AB Uppsala Kommuns Industrihus,556162-6606,Uppsala,753 30,SE,3,Housing and community amenities,S,71540000.0,true,633653.33,false,38.03,OPE,false
201828773DE,201828773,2,2018-01-19,0,false,"Stadt Weimar, Stadtverwaltung",,Weimar,99423,DE,3,General public\services,S,90513000.0,false,,false,120.1,OPE,false
201828777NL,201828777,2,2018-01-19,0,false,Gemeente Haarlemmermeer,,Hoofddorp,2132TZ,NL,3,General public\services,S,71000000.0,false,69814,false,5.95,OPE,false
201828778FR,201828778,2,2018-01-19,0,false,GCS Esanté Pays de la Loire,,Nantes,44-200,FR,8,Health,S,72200000.0,true,250000,false,36.05,NIC,false
201828785PL,201828785,2,2018-01-19,0,false,Komenda Wojewódzka Policji w Gorzowie Wlkp.,,Gorzów Wlkp.,66-400,PL,1,Public Order and Safety,S,64200000.0,false,,false,35.99,OPE,false
201828789PL,201828789,2,2018-01-19,0,false,Skarb Państwa - Państwowe Gospodarstwo Leśne Lasy Państwowe Nadleśnictwo Starogard,,Starogard Gdański,83-200,PL,8,Other,S,77200000.0,false,2965672.02,false,9.41,OPE,false
201828793FR,201828793,2,2018-01-19,0,false,Agospap,32385717700279,Paris,75019,FR,8,Other,S,66133000.0,true,1500000,false,11.71,OPE,false
201828806DE,201828806,2,2018-01-19,0,false,"Stadt Braunschweig, Fachbereich Tiefbau und Verkehr",,Braunschweig,38100,DE,3,General public\services,S,77310000.0,true,,false,7.27,OPE,false
201828810NL,201828810,2,2018-01-19,0,false,Gemeente Haarlemmermeer,,Hoorddorp,2132TZ,NL,3,General public\services,S,71000000.0,false,167554,false,5.95,OPE,false
201828811PL,201828811,2,2018-01-19,0,false,Uniwersytet Medyczny im Piastów Śląskich we Wrocławiu,PL8960005779,Wrocław,50-367,PL,6,Education,S,92610000.0,false,377117.71,false,24.01,OPE,false
201828813FR,201828813,2,2018-01-19,0,false,Siaved,,Douchy-les-Mines,59282,FR,6,Other,S,90510000.0,true,,false,11.97,OPE,false
201828814NL,201828814,2,2018-01-19,0,false,Stichting Connekt,242097446,Delft,2611 RV,NL,6,Other,S,60000000.0,true,,false,48.06,INP,false
201828818PL,201828818,2,2018-01-19,0,true,Miejskie Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o. w Choszcznie---Województwo Zachodniopomorskie w imieniu którego postępowanie prowadzi Zachodniopomorski Zarząd Dróg Wojewódzkich,,Choszczno---Koszalin,73-200---75-122,PL,3,General public\services,S,71540000.0,false,55322.27,true,19.47,OPE,false
201828822NL,201828822,2,2018-01-19,0,false,Waterschap Aa en Maas,17251019,&apos;s-Hertogenbosch,5216 PP,NL,3,General public\services,S,77314000.0,true,,false,31.09,OPE,false
201828826SE,201828826,2,2018-01-19,0,false,Sollentuna kommun,212000-0134,Sollentuna,191 47,SE,3,General public\services,S,71240000.0,true,369631.11,false,24.01,OPE,false
201828827PL,201828827,2,2018-01-19,0,false,Jednostka Wojskowa Nr 2063,,Warszawa,00-909,PL,8,Defence,S,79710000.0,true,74235.06,false,12.01,OPE,false
201828829NL,201828829,2,2018-01-19,0,false,De Meerwaarde,372172063,Barneveld,3771RD,NL,6,Education,S,30121100.0,true,,false,60.03,OPE,false
201828834SE,201828834,2,2018-01-19,0,false,Eskilstuna kommun,212000-0357,Eskilstuna,631 86,SE,3,General public\services,S,45312000.0,true,,false,24.01,OPE,false
201828838SE,201828838,2,2018-01-19,0,false,Region Gotland,212000-0803,Visby,621 81,SE,3,General public\services,S,45233141.0,true,,false,30.99,OPE,false
201828839FI,201828839,2,2018-01-19,0,false,Liikennevirasto,1010547-1,Helsinki,00521,FI,N,Other,S,63726200.0,true,,false,75.56,OPE,false
201829387DE,201829387,5,2018-01-18,0,false,DB Fernverkehr AG (Bukr 13),,Frankfurt Main,60326,DE,4,Railway services,W,90910000.0,false,,false,17.11,NIC,false
201829391FR,201829391,5,2018-01-18,0,false,GRDF,444786511,Paris,75009,FR,4,"Production, transport and distribution of gas and heat",W,65210000.0,false,71350000,false,60.03,NIC,false
201829430BE,201829430,5,2018-01-18,0,false,Belgocontrol,0206.048.091_26860,Steenokkerzeel,1820,BE,4,Airport-related activities,U,72000000.0,true,,false,60.89,NIC,false
201829439PL,201829439,5,2018-01-19,0,false,PGE Górnictwo i Energetyka Konwencjonalna Spółka Akcyjna,,Bełchatów,97-400,PL,4,Electricity,U,30199750.0,true,,false,24.01,OPE,false
201829505DE,201829505,5,2018-01-19,0,false,Wasser-/ Abwasserzweckverband (WAZV) Arnstadt und Umgebung,DE-Arnstadt,Arnstadt,99310,DE,4,Water,S,9310000.0,false,490000,false,36.02,OPE,false
201829511SE,201829511,5,2018-01-19,0,false,Göteborg Energi Aktiebolag,556362-6794,Göteborg,401 20,SE,4,"Production, transport and distribution of gas and heat",S,71321000.0,true,,false,48.03,NIC,false
201829512PL,201829512,5,2018-01-19,0,false,Polska Grupa Górnicza S.A.,,Katowice,40-039,PL,4,Exploration and extraction of coal and other solid fuels,S,50530000.0,false,,false,34.08,OPE,false
201829514SE,201829514,5,2018-01-19,0,false,Göteborg Energi Aktiebolag,556362-6794,Göteborg,401 20,SE,4,"Production, transport and distribution of gas and heat",S,71242000.0,true,,false,48.03,NIC,false
201829951NO,201829951,2,2018-01-18,0,false,Finnut Consult AS,981539885,Vadsø,9811,NO,3,Health,U,33600000.0,true,3229070.24,false,36.02,OPE,false
201829952NO,201829952,2,2018-01-19,0,false,Trøndelag Fylkeskommune,817920632,Steinkjer,7725,NO,3,General public\services,U,39830000.0,true,1.205519557E7,false,24.01,OPE,false
201829953NO,201829953,2,2018-01-19,0,false,Kristiansund kommune,991891919,Kristiansund N,6509,NO,3,General public\services,U,30213000.0,false,3229070.24,false,24.01,OPE,false
201829970NO,201829970,2,2018-01-18,0,false,Romerike Avfallsforedling IKS (ROAF),965 075 364,Skedsmokorset Postboks 98,2021 SKEDSMOKORSET,NO,8,Other,S,90512000.0,true,,false,24.8,OPE,false
201829972NO,201829972,2,2018-01-19,0,false,Miljødirektoratet,999 601 391,Trondheim,7010,NO,1,Environment,S,90713000.0,true,753449.72,false,6.45,OPE,false
201829976NO,201829976,2,2018-01-19,0,false,Nittedal Kommune,971 195 266,Hagan,1482,NO,R,General public\services,S,60100000.0,true,,false,24.01,OPE,false
201829990NO,201829990,5,2018-01-18,0,false,Norske TOG AS,917 445 060,Oslo,0117,NO,4,Railway services,S,50220000.0,true,,false,48.03,NIC,false
201829992CH,201829992,2,2018-01-19,0,false,Hochbauamt / Baubereich 2,,Zürich,8090,CH,3,Education,W,44112310.0,true,,false,11.97,OPE,false
201829993CH,201829993,2,2018-01-19,0,false,Hochbauamt / Baubereich 2,,Zürich,8090,CH,3,Education,W,45324000.0,true,,false,11.97,OPE,false
201829994CH,201829994,2,2018-01-19,0,false,Hochbauamt / Baubereich 2,,Zürich,8090,CH,3,Education,W,45262670.0,true,,false,11.97,OPE,false
201829995CH,201829995,2,2018-01-19,0,false,Hochbauamt / Baubereich 2,,Zürich,8090,CH,3,Education,W,45262670.0,true,,false,11.97,OPE,false
201829998CH,201829998,2,2018-01-19,0,false,Hochbauamt / Baubereich 2,,Zürich,8090,CH,3,Education,W,45321000.0,true,,false,11.97,OPE,false
201830000CH,201830000,2,2018-01-19,0,false,"Hochbauamt, Baubereich 3",,Zürich,8090,CH,3,General public\services,W,45432112.0,true,,false,32.07,OPE,false
201830001CH,201830001,2,2018-01-19,0,false,"Hochbauamt, Baubereich 3",,Zürich,8090,CH,3,General public\services,W,44221230.0,true,,false,32.07,OPE,false
201830003CH,201830003,2,2018-01-19,0,false,"Hochbauamt, Baubereich 3",,Zürich,8090,CH,3,General public\services,W,44112200.0,true,,false,32.07,OPE,false
201830004CH,201830004,2,2018-01-19,0,false,"Hochbauamt, Baubereich 3",,Zürich,8090,CH,3,General public\services,W,90911200.0,true,,false,32.07,OPE,false
201830005CH,201830005,2,2018-01-19,0,false,"Hochbauamt, Baubereich 3",,Zürich,8090,CH,3,General public\services,W,44113810.0,true,,false,32.07,OPE,false
201830007CH,201830007,2,2018-01-19,0,false,"Hochbauamt, Baubereich 3",,Zürich,8090,CH,3,General public\services,W,44112200.0,true,,false,32.07,OPE,false
201830012CH,201830012,2,2018-01-19,0,false,Feuerwehrkommando Eggenwil,,Eggenwil,5445,CH,3,General public\services,U,35000000.0,true,,false,11.97,OPE,false
201830014CH,201830014,2,2018-01-19,0,false,Sozialversicherungsanstalt des Kantons Zürich Gebäudemanagement,,Zürich,8087,CH,3,Other,U,30199710.0,true,,false,36.02,OPE,false
201830016CH,201830016,2,2018-01-19,0,false,Schule Zollikon,,Zollikon,8702,CH,3,Education,U,30200000.0,true,,false,48.03,OPE,false
201830020CH,201830020,2,2018-01-19,0,false,ERZ Entsorgung + Recycling Zürich,,Zürich,8050,CH,3,Environment,S,71300000.0,true,,false,67.07,OPE,false
201830021CH,201830021,2,2018-01-19,0,false,Baudirektion Kanton Zürich Tiefbauamt Projektieren und Realisieren,,Zürich,8090,CH,3,General public\services,S,71300000.0,true,,false,29.01,OPE,false
201830022CH,201830022,2,2018-01-19,0,false,ERZ Entsorgung + Recycling Zürich,,Zürich,8050,CH,3,Environment,S,71300000.0,true,,false,67.07,OPE,false
201830023CH,201830023,2,2018-01-19,0,false,Baudirektion Kanton Zürich Tiefbauamt Projektieren und Realisieren,,Zürich,8090,CH,3,General public\services,S,71300000.0,true,,false,56.05,OPE,false
201830024CH,201830024,2,2018-01-19,0,false,ERZ Entsorgung + Recycling Zürich,,Zürich,8050,CH,3,Environment,S,71300000.0,true,,false,67.07,OPE,false
201830026CH,201830026,2,2018-01-19,0,false,Baudirektion Kanton Zürich Tiefbauamt Projektieren und Realisieren,,Zürich,8090,CH,3,General public\services,S,71300000.0,true,,false,45.1,OPE,false
201830033CH,201830033,5,2018-01-19,0,false,Assyneo,,Crissier,1023,CH,4,Electricity,W,45261420.0,true,,false,17.5,OPE,false
201830034CH,201830034,5,2018-01-19,0,false,Flughafen Zürich AG,,Zürich-Flughafen,8058,CH,4,Airport-related activities,W,45213000.0,true,,false,4.01,OPE,false
201830035CH,201830035,5,2018-01-19,0,false,Assyneo,,Crissier,1023,CH,4,Electricity,W,45420000.0,true,,false,11.97,OPE,false
201830037CH,201830037,5,2018-01-19,0,false,Assyneo,,Crissier,1023,CH,4,Electricity,W,45262500.0,true,,false,18.19,OPE,false
201830042CH,201830042,5,2018-01-18,0,false,SBB AG Einkauf Infrastruktur Elektroanlagen und Energie,,Bern 65,3000,CH,4,Railway services,U,42961000.0,false,,false,32.99,OPE,false
201830077SE,201830077,2,2018-01-19,0,false,Nacka kommun,212000-0167,Nacka,131 81,SE,3,General public\services,W,45231300.0,true,,false,24.01,OPE,false
201830081PL,201830081,2,2018-01-19,0,false,MEGREZ Sp. z o.o.,,Tychy,43-100,PL,8,Health,W,45215000.0,false,,false,5.92,OPE,false
201830085DE,201830085,2,2018-01-19,0,false,"Land Berlin (SILB Sondervermögen Immobilien des Landes Berlin), vertreten durch die BIM Berliner Immobilienmanagement GmbH",,Berlin,10178,DE,8,Other,W,45321000.0,true,,false,13.72,OPE,false
201830086UK,201830086,2,2018-01-19,0,false,London &amp; Continental Railways Ltd,,London,WC2B 4AN,UK,6,"Recreation, culture and religion",W,45000000.0,false,5.491287158E7,false,31.02,COD,false
201830094DE,201830094,2,2018-01-18,0,false,Landkreis Ebersberg,,Ebersberg,85560,DE,6,General public\services,W,45260000.0,false,6550000,false,1.97,OPE,true
201830095DE,201830095,2,2018-01-19,0,false,Betrieb für Bau und Liegenschaften Mecklenburg-Vorpommern,,Rostock,18055,DE,3,General public\services,W,45111100.0,true,,false,6.35,OPE,false
201830098DE,201830098,2,2018-01-19,0,false,Wohnbau Offenburg GmbH,,Offenburg,77654,DE,3,Housing and community amenities,W,45310000.0,true,,false,14.74,OPE,false
201830099DE,201830099,2,2018-01-19,0,false,Stadt Rheda-Wiedenbrück,,Rheda-Wiedenbrück,33378,DE,3,General public\services,W,45112700.0,true,,false,2.01,OPE,false
201830100DE,201830100,2,2018-01-19,0,false,Klinikum Darmstadt GmbH,,Darmstadt,64283,DE,8,Health,W,31321000.0,true,,false,24.05,OPE,false
201830101DE,201830101,2,2018-01-19,0,false,Wohnbau Offenburg GmbH,,Offenburg,77654,DE,3,Housing and community amenities,W,45000000.0,true,,false,14.74,OPE,false
201830104DE,201830104,2,2018-01-19,0,false,"Charité – Universitätsmedizin Berlin, Zentrale Vergabestelle",,Berlin,10117,DE,6,Health,W,45261210.0,true,,false,14.44,OPE,false
201830105DE,201830105,2,2018-01-19,0,false,Staatliches Bauamt Kempten,,Kempten (Allgäu),87439,DE,1,General public\services,W,45422000.0,true,,false,7.7,OPE,false
201830107DE,201830107,2,2018-01-22,0,false,Hochbauamt,,Frankfurt am Main,60594,DE,3,General public\services,W,45410000.0,true,,false,11.05,OPE,false
201830108DE,201830108,2,2018-01-19,0,false,"Stadt Mönchengladbach Dezernat Planen, Bauen, Mobilität, Umwelt – VI/V – Vergabestelle",,Mönchengladbach,41236,DE,3,General public\services,W,45000000.0,false,,false,0.36,OPE,false
201830109DE,201830109,2,2018-01-19,0,false,Stadt Wolfsburg,,Wolfsburg,38440,DE,3,General public\services,W,45442110.0,true,,false,4.74,OPE,false
201830112DE,201830112,2,2018-01-24,0,false,Stadt Radolfzell,,Radolfzell,78315,DE,3,General public\services,W,45214220.0,true,,false,5.66,OPE,false
201830114DE,201830114,2,2018-01-19,0,false,AGAPLESION Evangelisches-Krankenhaus Holzminden gGmbH,,Holzminden,37603,DE,8,Health,W,45330000.0,false,161500,false,25.79,OPE,false
