X,Y,OBJECTID,Cuadricula,GSM_up,GSM_down,UMTS,Latitud,Longitud,Fecha,DDLat,DDLon,GSM,UMTS_1
217399.431299439,3179439.71032338,297,0,-114,-114,-114,28 42 41N,017 53 34W,2013/11/18 00:00:00+00,"28,71139N","017,89278W",no GPRS y no GSM,Nivel insuficiente
218403.200806048,3179384.5734827,298,0,-114,-114,-114,28 42 40N,017 52 57W,2013/11/18 00:00:00+00,"28,71111N","017,88250W",no GPRS y no GSM,Nivel insuficiente
219271.225774335,3179332.79639572,299,0,-101,-103,-114,28 42 39N,017 52 25W,2013/11/18 00:00:00+00,"28,71083N","017,87361W",GPRS y GSM,Nivel insuficiente
220416.657781262,3179520.92063818,300,0,-101,-105,-110,28 42 46N,017 51 43W,2013/11/18 00:00:00+00,"28,71278N","017,86194W",no GPRS y dificultad GSM,Dificultad en la comunicación
221095.365343697,3179504.63971014,301,0,-114,-114,-114,28 42 46N,017 51 18W,2013/12/10 00:00:00+00,"28,71278N","017,85500W",no GPRS y no GSM,Nivel insuficiente
221636.031248112,3178259.20629815,302,0,-104,-106,-114,28 42 06N,017 50 57W,2013/12/10 00:00:00+00,"28,70167N","017,84917W",no GPRS y no GSM,Nivel insuficiente
222690.520743696,3178049.17837875,303,0,-104,-106,-114,28 42 00N,017 50 18W,2013/12/10 00:00:00+00,"28,70000N","017,83833W",no GPRS y no GSM,Nivel insuficiente
228606.819014489,3180128.17148949,304,0,-92,-94,-109,28 43 12N,017 46 42W,2013/12/20 00:00:00+00,"28,72000N","017,77833W",GPRS y GSM,Dificultad en la comunicación
229487.587000247,3179460.65064421,305,0,-69,-74,-94,28 42 51N,017 46 09W,2013/12/20 00:00:00+00,"28,71417N","017,76917W",GPRS y GSM,Nivel correcto
226501.416269999,3179530.42828048,306,0,-69,-69,-94,28 42 51N,017 47 59W,2013/12/20 00:00:00+00,"28,71417N","017,79972W",GPRS y GSM,Nivel correcto
231421.396925021,3179693.15992972,307,0,-74,-79,-99,28 43 00N,017 44 58W,2013/12/20 00:00:00+00,"28,71667N","017,74944W",GPRS y GSM,Nivel correcto
231611.418313499,3179688.77681757,308,0,-64,-64,-94,28 42 60N,017 44 51W,2013/12/20 00:00:00+00,"28,71667N","017,74750W",GPRS y GSM,Nivel correcto
232652.155551234,3180065.34796108,309,0,-74,-74,-109,28 43 13N,017 44 13W,2013/12/20 00:00:00+00,"28,72028N","017,73694W",GPRS y GSM,Dificultad en la comunicación
210353.900480728,3179058.19986178,310,0,-64,-66,-104,28 42 23N,017 57 53W,2013/12/01 00:00:00+00,"28,70639N","017,96472W",GPRS y GSM,Nivel correcto
210353.900480728,3179058.19986178,311,0,-64,-66,-104,28 42 23N,017 57 53W,2013/12/01 00:00:00+00,"28,70639N","017,96472W",GPRS y GSM,Nivel correcto
211182.955271672,3179623.09521423,312,0,-66,-84,-104,28 42 42N,017 57 23W,2013/12/01 00:00:00+00,"28,71167N","017,95639W",GPRS y GSM,Nivel correcto
211986.021745064,3179140.97328187,313,0,-89,-74,-109,28 42 27N,017 56 53W,2013/12/01 00:00:00+00,"28,70750N","017,94806W",GPRS y GSM,Dificultad en la comunicación
213121.042329492,3178897.24883984,314,0,-89,-94,-109,28 42 20N,017 56 11W,2013/12/01 00:00:00+00,"28,70556N","017,93639W",GPRS y GSM,Dificultad en la comunicación
214257.610473444,3178715.23046677,315,0,-114,-114,-114,28 42 15N,017 55 29W,2013/12/01 00:00:00+00,"28,70417N","017,92472W",no GPRS y no GSM,Nivel insuficiente
214257.610473444,3178715.23046677,316,0,-114,-114,-114,28 42 15N,017 55 29W,2013/12/01 00:00:00+00,"28,70417N","017,92472W",no GPRS y no GSM,Nivel insuficiente
213816.376519702,3178448.73582246,317,0,-114,-114,-114,28 42 06N,017 55 45W,2013/12/01 00:00:00+00,"28,70167N","017,92917W",no GPRS y no GSM,Nivel insuficiente
214899.442084635,3178298.91470108,318,0,-101,-114,-110,28 42 02N,017 55 05W,2013/11/29 00:00:00+00,"28,70056N","017,91806W",no GPRS y dificultad GSM,Dificultad en la comunicación
216607.028866598,3178133.98455144,319,0,-102,-114,-109,28 41 58N,017 54 02W,2013/11/18 00:00:00+00,"28,69944N","017,90056W",no GPRS y no GSM,Dificultad en la comunicación
217236.016835978,3178303.57822279,320,0,-92,-94,-114,28 42 04N,017 53 39W,2013/11/18 00:00:00+00,"28,70111N","017,89417W",GPRS y GSM,Nivel insuficiente
219126.565808766,3178966.52951186,321,0,-64,-66,-102,28 42 27N,017 52 30W,2013/11/24 00:00:00+00,"28,70750N","017,87500W",GPRS y GSM,Nivel correcto
219752.494609668,3179013.07272413,322,0,-92,-98,-114,28 42 29N,017 52 07W,2013/11/24 00:00:00+00,"28,70806N","017,86861W",GPRS y GSM,Nivel insuficiente
226499.63084612,3178298.0307604,323,0,-114,-114,-114,28 42 11N,017 47 58W,2013/12/20 00:00:00+00,"28,70306N","017,79944W",no GPRS y no GSM,Nivel insuficiente
226499.63084612,3178298.0307604,324,0,-114,-114,-114,28 42 11N,017 47 58W,2013/12/20 00:00:00+00,"28,70306N","017,79944W",no GPRS y no GSM,Nivel insuficiente
226499.63084612,3178298.0307604,325,0,-114,-114,-114,28 42 11N,017 47 58W,2013/12/20 00:00:00+00,"28,70306N","017,79944W",no GPRS y no GSM,Nivel insuficiente
226499.63084612,3178298.0307604,326,0,-114,-114,-114,28 42 11N,017 47 58W,2013/12/20 00:00:00+00,"28,70306N","017,79944W",no GPRS y no GSM,Nivel insuficiente
227151.231603052,3178282.74636777,327,0,-104,-106,-114,28 42 11N,017 47 34W,2013/12/20 00:00:00+00,"28,70306N","017,79278W",no GPRS y no GSM,Nivel insuficiente
229839.777934853,3178250.87804725,328,0,-89,-94,-110,28 42 12N,017 45 55W,2013/12/20 00:00:00+00,"28,70333N","017,76528W",GPRS y GSM,Dificultad en la comunicación
229713.321673711,3178654.34361569,329,0,-79,-79,-96,28 42 25N,017 45 60W,2013/12/20 00:00:00+00,"28,70694N","017,76667W",GPRS y GSM,Nivel correcto
229839.777934853,3178250.87804725,330,0,-84,-89,-99,28 42 12N,017 45 55W,2013/12/19 00:00:00+00,"28,70333N","017,76528W",GPRS y GSM,Nivel correcto
228680.84342493,3177476.75134553,331,0,-94,-99,-102,28 41 46N,017 46 37W,2013/12/19 00:00:00+00,"28,69611N","017,77694W",GPRS y GSM,Nivel correcto
210657.527362104,3178157.005357,332,0,-89,-94,-107,28 41 54N,017 57 41W,2013/12/01 00:00:00+00,"28,69833N","017,96139W",GPRS y GSM,Dificultad en la comunicación
210657.527362104,3178157.005357,333,0,-89,-94,-106,28 41 54N,017 57 41W,2013/12/01 00:00:00+00,"28,69833N","017,96139W",GPRS y GSM,Dificultad en la comunicación
210881.634802911,3178428.77776629,334,0,-84,-89,-104,28 42 03N,017 57 33W,2013/12/01 00:00:00+00,"28,70083N","017,95917W",GPRS y GSM,Nivel correcto
211669.824334448,3178440.0525704,335,0,-64,-59,-104,28 42 04N,017 57 04W,2013/12/01 00:00:00+00,"28,70111N","017,95111W",GPRS y GSM,Nivel correcto
212886.370342066,3178194.29431421,336,0,-94,-99,-106,28 41 57N,017 56 19W,2013/12/01 00:00:00+00,"28,69917N","017,93861W",GPRS y GSM,Dificultad en la comunicación
213467.945267619,3178642.19064835,337,0,-99,-94,-114,28 42 12N,017 55 58W,2013/12/01 00:00:00+00,"28,70333N","017,93278W",GPRS y GSM,Nivel insuficiente
214830.058801989,3177684.33039653,338,0,-99,-94,-109,28 41 42N,017 55 07W,2013/12/01 00:00:00+00,"28,69500N","017,91861W",GPRS y GSM,Dificultad en la comunicación
216426.872903094,3177429.65449778,339,0,-99,-94,-106,28 41 35N,017 54 08W,2013/12/01 00:00:00+00,"28,69306N","017,90222W",GPRS y GSM,Dificultad en la comunicación
217083.80247669,3177629.37745602,340,0,-101,-105,-110,28 41 42N,017 53 44W,2013/12/01 00:00:00+00,"28,69500N","017,89556W",no GPRS y dificultad GSM,Dificultad en la comunicación
217961.6566755,3177977.85010727,341,0,-114,-114,-114,28 41 54N,017 53 12W,2013/12/01 00:00:00+00,"28,69833N","017,88667W",no GPRS y no GSM,Nivel insuficiente
218783.662821823,3178266.10563189,342,0,-114,-114,-114,28 42 04N,017 52 42W,2013/12/01 00:00:00+00,"28,70111N","017,87833W",no GPRS y no GSM,Nivel insuficiente
219946.245817729,3179162.474692,343,0,-114,-114,-114,28 42 34N,017 52 00W,2013/12/01 00:00:00+00,"28,70944N","017,86667W",no GPRS y no GSM,Nivel insuficiente
221315.267410017,3177342.50718543,344,0,-102,-114,-106,28 41 36N,017 51 08W,2013/11/24 00:00:00+00,"28,69333N","017,85222W",no GPRS y no GSM,Dificultad en la comunicación
221878.134218759,3177020.93501597,345,0,-101,-103,-109,28 41 26N,017 50 47W,2013/11/24 00:00:00+00,"28,69056N","017,84639W",GPRS y GSM,Dificultad en la comunicación
221878.134218759,3177020.93501597,346,0,-101,-103,-114,28 41 26N,017 50 47W,2013/11/24 00:00:00+00,"28,69056N","017,84639W",GPRS y GSM,Nivel insuficiente
224484.164749116,3176928.21033415,347,0,-108,-114,-114,28 41 25N,017 49 11W,2013/12/19 00:00:00+00,"28,69028N","017,81972W",no GPRS y no GSM,Nivel insuficiente
225430.186325157,3176721.01262968,348,0,-102,-109,-109,28 41 19N,017 48 36W,2013/12/19 00:00:00+00,"28,68861N","017,81000W",no GPRS y no GSM,Dificultad en la comunicación
226343.295186128,3176268.1804989,349,0,-99,-103,-110,28 41 05N,017 48 02W,2013/12/19 00:00:00+00,"28,68472N","017,80056W",GPRS y GSM,Dificultad en la comunicación
231187.164382846,3178959.13296327,350,0,-84,-84,-109,28 42 36N,017 45 06W,2013/12/20 00:00:00+00,"28,71000N","017,75167W",GPRS y GSM,Dificultad en la comunicación
229130.306833266,3178113.30662274,351,0,-64,-69,-94,28 42 07N,017 46 21W,2013/12/20 00:00:00+00,"28,70194N","017,77250W",GPRS y GSM,Nivel correcto
229438.225929211,3177335.89567685,352,0,-64,-59,-102,28 41 42N,017 46 09W,2013/12/20 00:00:00+00,"28,69500N","017,76917W",GPRS y GSM,Nivel correcto
229438.225929211,3177335.89567685,353,0,-64,-59,-99,28 41 42N,017 46 09W,2013/12/20 00:00:00+00,"28,69500N","017,76917W",GPRS y GSM,Nivel correcto
211041.148306578,3177192.2105147,354,0,-74,-59,-104,28 41 23N,017 57 26W,2013/12/01 00:00:00+00,"28,68972N","017,95722W",GPRS y GSM,Nivel correcto
211041.148306578,3177192.2105147,355,0,-74,-59,-104,28 41 23N,017 57 26W,2013/12/01 00:00:00+00,"28,68972N","017,95722W",GPRS y GSM,Nivel correcto
211805.311446456,3177327.35913627,356,0,-64,-64,-104,28 41 28N,017 56 58W,2013/12/01 00:00:00+00,"28,69111N","017,94944W",GPRS y GSM,Nivel correcto
212943.54630564,3177206.81569928,357,0,-94,-104,-109,28 41 25N,017 56 16W,2013/12/01 00:00:00+00,"28,69028N","017,93778W",no GPRS y dificultad GSM,Dificultad en la comunicación
214167.791479764,3177269.16108091,358,0,-99,-94,-114,28 41 28N,017 55 31W,2013/12/01 00:00:00+00,"28,69111N","017,92528W",GPRS y GSM,Nivel insuficiente
215550.425243644,3177142.8816367,359,0,-99,-94,-99,28 41 25N,017 54 40W,2013/11/25 00:00:00+00,"28,69028N","017,91111W",GPRS y GSM,Nivel correcto
216474.43620314,3177151.1739762,360,0,-99,-94,-109,28 41 26N,017 54 06W,2013/11/25 00:00:00+00,"28,69056N","017,90167W",GPRS y GSM,Dificultad en la comunicación
216923.127104928,3177725.72139147,361,0,-99,-98,-106,28 41 45N,017 53 50W,2013/11/25 00:00:00+00,"28,69583N","017,89722W",GPRS y GSM,Dificultad en la comunicación
216771.852718354,3175973.02601387,362,0,-99,-94,-109,28 40 48N,017 53 54W,2013/11/25 00:00:00+00,"28,68000N","017,89833W",GPRS y GSM,Dificultad en la comunicación
217783.701105798,3175116.5276831,363,0,-99,-94,-106,28 40 21N,017 53 16W,2013/11/25 00:00:00+00,"28,67250N","017,88778W",GPRS y GSM,Dificultad en la comunicación
218807.576508878,3174752.84960715,364,0,-99,-94,-109,28 40 10N,017 52 38W,2013/11/25 00:00:00+00,"28,66944N","017,87722W",GPRS y GSM,Dificultad en la comunicación
220383.004379297,3175855.03047531,365,0,-99,-104,-110,28 40 47N,017 51 41W,2013/11/25 00:00:00+00,"28,67972N","017,86139W",no GPRS y dificultad GSM,Dificultad en la comunicación
221390.015482261,3175923.35517917,366,0,-99,-94,-109,28 40 50N,017 51 04W,2013/11/25 00:00:00+00,"28,68056N","017,85111W",GPRS y GSM,Dificultad en la comunicación
211116.028299831,3180210.24640185,367,0,-108,-114,-114,28 43 01N,017 57 26W,2013/12/01 00:00:00+00,"28,71694N","017,95722W",no GPRS y no GSM,Nivel insuficiente
222038.834589154,3175784.61718345,368,0,-94,-104,-106,28 40 46N,017 50 40W,2013/11/25 00:00:00+00,"28,67944N","017,84444W",no GPRS y dificultad GSM,Dificultad en la comunicación
223564.719524817,3175964.01410377,369,0,-104,-99,-110,28 40 53N,017 49 44W,2013/11/25 00:00:00+00,"28,68139N","017,82889W",no GPRS y dificultad GSM,Dificultad en la comunicación
225323.325342349,3175645.1399305,370,0,-76,-84,-99,28 40 44N,017 48 39W,2013/11/25 00:00:00+00,"28,67889N","017,81083W",GPRS y GSM,Nivel correcto
228550.826096853,3177726.26323799,371,0,-74,-84,-102,28 41 54N,017 46 42W,2013/12/20 00:00:00+00,"28,69833N","017,77833W",GPRS y GSM,Nivel correcto
229758.332904716,3177081.98553553,372,0,-64,-59,-84,28 41 34N,017 45 57W,2013/12/20 00:00:00+00,"28,69278N","017,76583W",GPRS y GSM,Nivel correcto
230285.698343126,3176391.94822403,373,0,-64,-59,-92,28 41 12N,017 45 37W,2013/12/20 00:00:00+00,"28,68667N","017,76028W",GPRS y GSM,Nivel correcto
230263.53383488,3176608.13028001,374,0,-64,-59,-92,28 41 19N,017 45 38W,2013/12/20 00:00:00+00,"28,68861N","017,76056W",GPRS y GSM,Nivel correcto
211398.446672596,3176258.90329442,375,0,-99,-99,-109,28 40 53N,017 57 12W,2013/12/01 00:00:00+00,"28,68139N","017,95333W",GPRS y GSM,Dificultad en la comunicación
211398.446672596,3176258.90329442,376,0,-99,-99,-109,28 40 53N,017 57 12W,2013/12/01 00:00:00+00,"28,68139N","017,95333W",GPRS y GSM,Dificultad en la comunicación
212107.587640832,3176364.62532541,377,0,-94,-59,-89,28 40 57N,017 56 46W,2013/12/01 00:00:00+00,"28,68250N","017,94611W",GPRS y GSM,Nivel correcto
213051.267205088,3176064.02264751,378,0,-94,-69,-94,28 40 48N,017 56 11W,2013/12/01 00:00:00+00,"28,68000N","017,93639W",GPRS y GSM,Nivel correcto
214006.37460017,3177334.75090126,379,0,-89,-74,-94,28 41 30N,017 55 37W,2013/12/01 00:00:00+00,"28,69167N","017,92694W",GPRS y GSM,Nivel correcto
215029.211001704,3176939.91944252,380,0,-79,-92,-89,28 41 18N,017 54 59W,2013/12/01 00:00:00+00,"28,68833N","017,91639W",GPRS y GSM,Nivel correcto
216878.985998779,3175908.79644583,381,0,-89,-79,-99,28 40 46N,017 53 50W,2013/12/01 00:00:00+00,"28,67944N","017,89722W",GPRS y GSM,Nivel correcto
218778.512070367,3175801.18972626,382,0,-79,-74,-109,28 40 44N,017 52 40W,2013/12/01 00:00:00+00,"28,67889N","017,87778W",GPRS y GSM,Dificultad en la comunicación
219829.504496046,3175436.94356606,383,0,-89,-79,-107,28 40 33N,017 52 01W,2013/12/01 00:00:00+00,"28,67583N","017,86694W",GPRS y GSM,Dificultad en la comunicación
220895.29839534,3175688.69136688,384,0,-79,-92,-110,28 40 42N,017 51 22W,2013/12/01 00:00:00+00,"28,67833N","017,85611W",GPRS y GSM,Dificultad en la comunicación
221878.832917954,3175911.68187883,385,0,-89,-92,-109,28 40 50N,017 50 46W,2013/12/01 00:00:00+00,"28,68056N","017,84611W",GPRS y GSM,Dificultad en la comunicación
221836.246621415,3175265.64408314,386,0,-109,-104,-114,28 40 29N,017 50 47W,2013/11/25 00:00:00+00,"28,67472N","017,84639W",no GPRS y no GSM,Nivel insuficiente
221650.551733046,3175454.94859987,387,0,-92,-89,-110,28 40 35N,017 50 54W,2013/11/25 00:00:00+00,"28,67639N","017,84833W",GPRS y GSM,Dificultad en la comunicación
223848.84687199,3175341.0483216,388,0,-104,-99,-106,28 40 33N,017 49 33W,2013/11/25 00:00:00+00,"28,67583N","017,82583W",no GPRS y dificultad GSM,Dificultad en la comunicación
224837.415747851,3175779.84431416,389,0,-99,-104,-109,28 40 48N,017 48 57W,2013/11/25 00:00:00+00,"28,68000N","017,81583W",no GPRS y dificultad GSM,Dificultad en la comunicación
225897.230968548,3175785.68656736,390,0,-89,-79,-102,28 40 49N,017 48 18W,2013/12/20 00:00:00+00,"28,68028N","017,80500W",GPRS y GSM,Nivel correcto
226947.658905154,3175391.30538841,391,0,-94,-84,-109,28 40 37N,017 47 39W,2013/12/20 00:00:00+00,"28,67694N","017,79417W",GPRS y GSM,Dificultad en la comunicación
227960.520787692,3176877.34004203,392,0,-64,-64,-94,28 41 26N,017 47 03W,2013/12/20 00:00:00+00,"28,69056N","017,78417W",GPRS y GSM,Nivel correcto
230229.965069481,3176331.61848151,393,0,-62,-64,-89,28 41 10N,017 45 39W,2013/12/21 00:00:00+00,"28,68611N","017,76083W",GPRS y GSM,Nivel correcto
211239.011695165,3175307.58538124,394,0,-87,-64,-109,28 40 22N,017 57 17W,2013/12/01 00:00:00+00,"28,67278N","017,95472W",GPRS y GSM,Dificultad en la comunicación
212305.085038768,3175558.56478438,395,0,-84,-64,-109,28 40 31N,017 56 38W,2013/12/01 00:00:00+00,"28,67528N","017,94389W",GPRS y GSM,Dificultad en la comunicación
212843.716009143,3175360.39810207,396,0,-84,-54,-89,28 40 25N,017 56 18W,2013/12/01 00:00:00+00,"28,67361N","017,93833W",GPRS y GSM,Nivel correcto
215393.039700103,3174034.52347593,397,0,-79,-69,-100,28 39 44N,017 54 43W,2013/11/25 00:00:00+00,"28,66222N","017,91194W",GPRS y GSM,Nivel correcto
214407.646569961,3174859.77359233,398,0,-74,-64,-99,28 40 10N,017 55 20W,2013/11/25 00:00:00+00,"28,66944N","017,92222W",GPRS y GSM,Nivel correcto
215266.912720277,3175547.48123158,399,0,-74,-84,-104,28 40 33N,017 54 49W,2013/11/25 00:00:00+00,"28,67583N","017,91361W",GPRS y GSM,Nivel correcto
217659.407761747,3174472.45932461,400,0,-89,-79,-99,28 40 00N,017 53 20W,2013/11/25 00:00:00+00,"28,66667N","017,88889W",GPRS y GSM,Nivel correcto
219629.031682718,3175010.38530471,401,0,-69,-95,-102,28 40 19N,017 52 08W,2013/11/25 00:00:00+00,"28,67194N","017,86889W",GPRS y GSM,Nivel correcto
219623.108348083,3174764.02638536,402,0,-79,-69,-99,28 40 11N,017 52 08W,2013/11/25 00:00:00+00,"28,66972N","017,86889W",GPRS y GSM,Nivel correcto
220735.911067661,3174706.51244982,403,0,-64,-74,-92,28 40 10N,017 51 27W,2013/11/25 00:00:00+00,"28,66944N","017,85750W",GPRS y GSM,Nivel correcto
221660.067503734,3174715.23058044,404,0,-72,-96,-109,28 40 11N,017 50 53W,2013/11/25 00:00:00+00,"28,66972N","017,84806W",GPRS y GSM,Dificultad en la comunicación
221798.068011925,3174804.37382672,405,0,-94,-104,-114,28 40 14N,017 50 48W,2013/11/25 00:00:00+00,"28,67056N","017,84667W",no GPRS y dificultad GSM,Nivel insuficiente
223846.83685573,3174108.63573179,406,0,-92,-99,-102,28 39 53N,017 49 32W,2013/11/25 00:00:00+00,"28,66472N","017,82556W",GPRS y GSM,Nivel correcto
225925.872806674,3173535.81451083,407,0,-97,-89,-107,28 39 36N,017 48 15W,2013/11/25 00:00:00+00,"28,66000N","017,80417W",GPRS y GSM,Dificultad en la comunicación
226070.045084674,3172731.34695422,408,0,-99,-99,-104,28 39 10N,017 48 09W,2013/11/25 00:00:00+00,"28,65278N","017,80250W",GPRS y GSM,Nivel correcto
228036.666077498,3174318.2978703,409,0,-99,-97,-104,28 40 03N,017 46 58W,2013/11/25 00:00:00+00,"28,66750N","017,78278W",GPRS y GSM,Nivel correcto
227816.673735667,3175370.98476234,410,0,-74,-82,-84,28 40 37N,017 47 07W,2013/11/16 00:00:00+00,"28,67694N","017,78528W",GPRS y GSM,Nivel correcto
228514.141569419,3174984.99918299,411,0,-64,-56,-79,28 40 25N,017 46 41W,2013/11/16 00:00:00+00,"28,67361N","017,77806W",GPRS y GSM,Nivel correcto
228316.147656234,3174650.69740992,412,0,-69,-74,-99,28 40 14N,017 46 48W,2013/11/16 00:00:00+00,"28,67056N","017,78000W",GPRS y GSM,Nivel correcto
211787.832230215,3173321.85730137,413,0,-94,-99,-104,28 39 18N,017 56 55W,2013/11/29 00:00:00+00,"28,65500N","017,94861W",GPRS y GSM,Nivel correcto
211787.832230215,3173321.85730137,414,0,-94,-99,-104,28 39 18N,017 56 55W,2013/11/29 00:00:00+00,"28,65500N","017,94861W",GPRS y GSM,Nivel correcto
213299.277299935,3173993.35263794,415,0,-89,-76,-104,28 39 41N,017 55 60W,2013/11/29 00:00:00+00,"28,66139N","017,93333W",GPRS y GSM,Nivel correcto
213842.528306967,3173980.01374493,416,0,-64,-63,-94,28 39 41N,017 55 40W,2013/11/25 00:00:00+00,"28,66139N","017,92778W",GPRS y GSM,Nivel correcto
215393.039700103,3174034.52347593,417,0,-64,-62,-92,28 39 44N,017 54 43W,2013/11/25 00:00:00+00,"28,66222N","017,91194W",GPRS y GSM,Nivel correcto
218184.020470209,3173689.4455391,418,0,-84,-79,-94,28 39 35N,017 53 00W,2013/11/25 00:00:00+00,"28,65972N","017,88333W",GPRS y GSM,Nivel correcto
217515.720724795,3173027.71836867,419,0,-86,-74,-104,28 39 13N,017 53 24W,2013/11/25 00:00:00+00,"28,65361N","017,89000W",GPRS y GSM,Nivel correcto
218521.530268159,3173034.22658694,420,0,-64,-79,-104,28 39 14N,017 52 47W,2013/11/24 00:00:00+00,"28,65389N","017,87972W",GPRS y GSM,Nivel correcto
219011.220101133,3173053.23761436,421,0,-72,-69,-96,28 39 15N,017 52 29W,2013/11/25 00:00:00+00,"28,65417N","017,87472W",GPRS y GSM,Nivel correcto
219533.251106401,3173287.17985644,422,0,-74,-96,-99,28 39 23N,017 52 10W,2013/11/25 00:00:00+00,"28,65639N","017,86944W",GPRS y GSM,Nivel correcto
220656.518117706,3173660.79402303,423,0,-74,-64,-89,28 39 36N,017 51 29W,2013/11/25 00:00:00+00,"28,66000N","017,85806W",GPRS y GSM,Nivel correcto
221856.046461014,3173817.00591103,424,0,-72,-89,-94,28 39 42N,017 50 45W,2013/11/29 00:00:00+00,"28,66167N","017,84583W",GPRS y GSM,Nivel correcto
224322.819734363,3191875.76678654,425,0,-94,-74,-102,28 49 30N,017 49 30W,2013/12/17 00:00:00+00,"28,82500N","017,82500W",GPRS y GSM,Nivel correcto
225027.371328234,3173464.52343606,426,0,-94,-94,-109,28 39 33N,017 48 48W,2013/11/25 00:00:00+00,"28,65917N","017,81333W",GPRS y GSM,Dificultad en la comunicación
225722.714321778,3172985.9921876,427,0,-94,-109,-110,28 39 18N,017 48 22W,2013/11/25 00:00:00+00,"28,65500N","017,80611W",no GPRS y dificultad GSM,Dificultad en la comunicación
227043.805264276,3173694.46911187,428,0,-89,-79,-99,28 39 42N,017 47 34W,2013/11/25 00:00:00+00,"28,66167N","017,79278W",GPRS y GSM,Nivel correcto
227692.226152295,3174696.06017791,429,0,-63,-60,-89,28 40 15N,017 47 11W,2013/11/16 00:00:00+00,"28,67083N","017,78639W",GPRS y GSM,Nivel correcto
228636.969941187,3173256.76950938,430,0,-74,-59,-86,28 39 29N,017 46 35W,2013/11/17 00:00:00+00,"28,65806N","017,77639W",GPRS y GSM,Nivel correcto
229574.018887273,3173820.40200417,431,0,-64,-74,-102,28 39 48N,017 46 01W,2013/11/17 00:00:00+00,"28,66333N","017,76694W",GPRS y GSM,Nivel correcto
213273.547528419,3172946.29645845,432,0,-64,-59,-94,28 39 07N,017 55 60W,2013/11/29 00:00:00+00,"28,65194N","017,93333W",GPRS y GSM,Nivel correcto
212779.270975081,3172742.74982646,433,0,-69,-74,-99,28 39 00N,017 56 18W,2013/11/25 00:00:00+00,"28,65000N","017,93833W",GPRS y GSM,Nivel correcto
213545.128857094,3170721.00348155,434,0,-74,-64,-92,28 37 55N,017 55 48W,2013/11/25 00:00:00+00,"28,63194N","017,93000W",GPRS y GSM,Nivel correcto
214728.347064179,3173526.92219519,435,0,-64,-64,-104,28 39 27N,017 55 07W,2013/11/25 00:00:00+00,"28,65750N","017,91861W",GPRS y GSM,Nivel correcto
224135.66693261,3169079.56290633,436,0,-94,-84,-111,28 37 10N,017 49 17W,2013/11/25 00:00:00+00,"28,61944N","017,82139W",GPRS y GSM,Dificultad en la comunicación
217515.720724795,3173027.71836867,437,0,-86,-74,-104,28 39 13N,017 53 24W,2013/11/25 00:00:00+00,"28,65361N","017,89000W",GPRS y GSM,Nivel correcto
218521.530268159,3173034.22658694,438,0,-64,-79,-104,28 39 14N,017 52 47W,2013/11/24 00:00:00+00,"28,65389N","017,87972W",GPRS y GSM,Nivel correcto
219077.886171459,3172435.37818407,439,0,-74,-74,-84,28 38 55N,017 52 26W,2013/11/24 00:00:00+00,"28,64861N","017,87389W",GPRS y GSM,Nivel correcto
220226.199904652,3172715.92057252,440,0,-90,-74,-84,28 39 05N,017 51 44W,2013/11/24 00:00:00+00,"28,65139N","017,86222W",GPRS y GSM,Nivel correcto
221183.568099384,3172970.31849688,441,0,-69,-74,-84,28 39 14N,017 51 09W,2013/11/24 00:00:00+00,"28,65389N","017,85250W",GPRS y GSM,Nivel correcto
222568.168647078,3172906.50670651,442,0,-64,-76,-94,28 39 13N,017 50 18W,2013/11/29 00:00:00+00,"28,65361N","017,83833W",GPRS y GSM,Nivel correcto
224879.220047903,3172944.22645631,443,0,-84,-84,-109,28 39 16N,017 48 53W,2013/11/25 00:00:00+00,"28,65444N","017,81472W",GPRS y GSM,Dificultad en la comunicación
224724.960691816,3173317.5986666,444,0,-84,-96,-109,28 39 28N,017 48 59W,2013/11/25 00:00:00+00,"28,65778N","017,81639W",GPRS y GSM,Dificultad en la comunicación
225736.850861522,3172431.0637538,445,0,-89,-95,-99,28 39 00N,017 48 21W,2013/11/25 00:00:00+00,"28,65000N","017,80583W",GPRS y GSM,Nivel correcto
227612.588131963,3172448.75829598,446,0,-68,-84,-96,28 39 02N,017 47 12W,2013/11/16 00:00:00+00,"28,65056N","017,78667W",GPRS y GSM,Nivel correcto
229556.888105315,3173081.36128298,448,0,-76,-94,-102,28 39 24N,017 46 01W,2013/11/17 00:00:00+00,"28,65667N","017,76694W",GPRS y GSM,Nivel correcto
230144.377107624,3173807.1937934,449,0,-84,-94,-94,28 39 48N,017 45 40W,2013/11/17 00:00:00+00,"28,66333N","017,76111W",GPRS y GSM,Nivel correcto
230117.312400971,3172637.04936663,450,0,-84,-94,-94,28 39 10N,017 45 40W,2013/11/17 00:00:00+00,"28,65278N","017,76111W",GPRS y GSM,Nivel correcto
212132.612976834,3172974.38476172,451,0,-64,-57,-94,28 39 07N,017 56 42W,2013/11/29 00:00:00+00,"28,65194N","017,94500W",GPRS y GSM,Nivel correcto
216088.862373994,3169118.22255356,452,0,-99,-79,-110,28 37 05N,017 54 13W,2013/11/24 00:00:00+00,"28,61806N","017,90361W",GPRS y GSM,Dificultad en la comunicación
216925.269085639,3168851.42778375,453,0,-89,-76,-111,28 36 57N,017 53 42W,2013/11/24 00:00:00+00,"28,61583N","017,89500W",GPRS y GSM,Dificultad en la comunicación
