Fondo;Descripción;Centro;Sección;Programa;Subconcep.;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Credito Inicial;Modifcaciones ;Crédito Definitivo ;Crédito Disponible ;Retenciones Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado;Pagos Real
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;15340;61904;2018/005147;2018/005147;IFS-REURBANIZACIÓN DE CALLES Y ESPACIOS EN EL ENTORNO DEL PASEO DE LA DIRECCIÓN;206;TETUAN;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.329.801,46;1.329.801,46;438.159,02;0;891.642,44;443.499,35;443.499,35;0;443.499,35
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;15340;61904;2018/005148;2018/005148;IFS-CONEXIÓN PEATONAL C/ MENDEZ ALVARO - AVDA. SAN DIEGO. MEJORA (ID 17: 1211 );213;PUENTE DE VALLECAS;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;899.361,27;899.361,27;0;0;899.361,27;602.096,00;601.771,22;0;601.771,22
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;15340;61904;2018/005157;2018/005157;IFS-CARRERA DE SAN JERÓNIMO, CEDACEROS, ARLABAN Y VIRGEN DE LOS PELIGROS. REMODELACIÓN;201;CENTRO;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;2.870.935,92;2.870.935,92;0;0;2.870.935,92;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;15340;61904;2018/005158;2018/005158;IFS-PLAZA DE PEDRO ZEROLO . REURBANIZACIÓN;201;CENTRO;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;3.292.601,35;3.292.601,35;3.292.601,35;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;15340;61904;2018/006032;2018/006032;IFS-EJE VIARIO C/ MAGDALENA-DUQUE DE ALBA-SAN MILLAN-PZA. CEBADA Y OTROS. REURBANIZACIÓN;201;CENTRO;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;2.218.968,22;2.218.968,22;0;0;2.218.968,22;2.140.941,54;2.140.941,47;0;2.140.941,47
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;15340;61904;2018/006033;2018/006033;IFS-CALLE DEL ÁLAMO Y AMANIEL (ENTORNO CONDE DUQUE). REURBANIZACIÓN;201;CENTRO;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.933.937,61;1.933.937,61;0;0;1.933.937,61;1.212.805,86;894.126,95;0;894.126,95
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;15340;61904;2018/006529;2018/006529;IFS-APARCAMIENTO DISUASORIO EN VILLAVERDE BAJO (ID 2017: 4403);217;VILLAVERDE;7;INFRAESTRUCTURAS;2;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;267.837,14;267.837,14;0;0;267.837,14;214.082,23;214.071,74;0;214.071,74
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;15340;61904;2018/006531;2018/006531;IFS-REURBANIZACIÓN DE DIVERSOS VIALES DE LA CIUDAD DE MADRID;998;VARIOS DISTRITOS;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.065.110,26;1.065.110,26;815.110,80;0;249.999,46;201.274,56;201.274,55;0;120.349,67
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;15340;61904;2018/008288;2018/008288;IFS-ITINERARIO DE MIRADORES EN EL DISTRITO PUENTE DE VALLECAS (ID: 311 Y 840);213;PUENTE DE VALLECAS;7;INFRAESTRUCTURAS;6;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;2.746.932,15;2.746.932,15;2.746.932,15;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;55;15340;61904;2019/003674;2019/003674;IFS-C/CONVENIO. TRAMO C/MENDEZ ÁLVARO-AVDA. SAN DIEGO. REURBANIZACIÓN - ITINERARIO PEATONAL;213;PUENTE DE VALLECAS;7;INFRAESTRUCTURAS;6;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;3.250.000,00;3.250.000,00;311.709,92;0;2.938.290,08;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;55;15340;61904;2019/009011;2019/009011;IFS-ROTONDA AVENIDA ANDALUCÍA - M40. REMODELACIÓN Y AMPLIACIÓN ZONA PEATONAL (ID: 8607);998;VARIOS DISTRITOS;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;1.500.000,00;1.500.000,00;1.500.000,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;55;15340;61904;2019/009025;2019/009025;IFS-ESPACIO MULTIUSOS  BAJO EL PUENTE DE VALLECAS. ADAPTACIÓN INTERCAMBIADOR Y PARADAS (ID: 9752);213;PUENTE DE VALLECAS;10;CULTURA;4;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;968.000,00;968.000,00;968.000,00;0;0;0;0;0;0
6;GFA SUPLEMENTOS Y CRÉDITOS EXTRAORD.;1;55;15340;61904;2018/006032;2018/006032;EJE VIARIO C/ MAGDALENA-DUQUE DE ALBA-SAN MILLAN-PZA. CEBADA Y OTROS. REURBANIZACIÓN;201;CENTRO;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0;200.587,94;200.587,94;200.587,94;0;0;0;0;0;0
;;1;55;15340;61910;2017/000434;2017/000434;GRAN VÍA. AMPLIACIÓN DE ACERAS;201;CENTRO;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0;574.417,08;574.417,08;214,68;0;574.202,40;574.202,40;574.202,40;0;574.202,40
;;1;55;15340;61910;2017/004097;2017/004097;ITINERARIOS CICLISTAS. FASE III;998;VARIOS DISTRITOS;7;INFRAESTRUCTURAS;6;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;0;223.661,43;223.661,43;140,83;0;223.520,60;223.520,60;223.520,60;0;223.520,60
;;1;55;15340;61910;2017/004104;2017/004104;ITINERARIOS CICLISTAS. FASE II;998;VARIOS DISTRITOS;7;INFRAESTRUCTURAS;6;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;0;1.355.461,80;1.355.461,80;213.081,91;0;1.142.379,89;1.142.379,89;1.142.379,89;0;1.142.379,89
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;15340;61910;2018/005144;2018/005144;IFS-ITINERARIO CICLISTA EN EL DISTRITO DE RETIRO;203;RETIRO;7;INFRAESTRUCTURAS;6;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;2.599.546,53;2.599.546,53;2.599.546,53;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;15340;61910;2018/005145;2018/005145;IFS-ENTORNO DE LA AVDA. ARCENTALES . ADECUACIÓN DE VIALES;220;SAN BLAS-CANILLEJAS;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;2.299.821,67;2.299.821,67;1.338.129,77;0;961.691,90;265.120,23;261.738,93;0;261.738,93
4;SC Y CE FINANC. CON RTG;1;55;15340;61910;2019/003683;2019/003683;IFS-CONEXIÓN DE LA CALLE FAVILA CON TEJARES. MEJORA URBANIZACIÓN;211;CARABANCHEL;6;URBANISMO;1;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;214.662,00;214.662,00;214.662,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;55;15340;61910;2019/003685;2019/003685;"IFS-BICIID81531;2624;1179;2832;557;2472;1920;4;2533;2869;2618;ID98919;9445;10090;10619;10895;10898;11834";998;VARIOS DISTRITOS;7;INFRAESTRUCTURAS;6;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;4.964.500,00;4.964.500,00;4.964.500,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;55;15340;61910;2019/003694;2019/003694;IFS-C/ALCALÁ:TRAMO M-30-QUINTANA.CIUDAD LINEAL.ADECUACIÓN FIRMES Y PAVIMENTOS ACERAS Y CALZADAS;215;CIUDAD LINEAL;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;2.973.272,00;2.973.272,00;0,52;0;2.973.271,48;0;0;0;0
;;1;55;15340;61911;2017/007056;2017/007056;PASARELA CONEXIÓN BARRIOS DE ARGÜELLES Y CASA DE CAMPO. REHABILITACIÓN (ID: 3428);209;MONCLOA-ARAVACA;7;INFRAESTRUCTURAS;4;CONSTRUCCIÓN PASARELAS PEATONALES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0;42.282,02;42.282,02;6.836,43;0;35.445,59;35.445,59;29.623,16;0;29.623,16
;;1;55;15340;61920;2017/004089;2017/004089;"ACONDICIONAMIENTO ZONAS VERDES, URBANIZACION  ENTORNO ESTADIO ""LA PEINETA""";220;SAN BLAS-CANILLEJAS;9;MEDIO AMBIENTE;0;PARQUES;;;;;;;0;1.885.033,12;1.885.033,12;6.717,43;0;1.878.315,69;1.878.315,69;1.878.315,69;0;1.807.469,54
;;1;55;16501;60917;2017/007062;2017/007062;ALUMBRADO EN EL PARQUE PRADOLONGO. AMPLIACIÓN (ID: 3559);212;USERA;8;MANTENIMIENTO URBANO;0;ALUMBRADO PÚBLICO;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0;32.976,20;32.976,20;21.150,00;0;11.826,20;11.826,20;0;0;0
;;1;55;16501;60917;2017/007063;2017/007063;ILUMINACIÓN EN DIVERSAS ZONAS DEL DISTRITO DE LATINA. MEJORA (ID: 4336);210;LATINA;8;MANTENIMIENTO URBANO;0;ALUMBRADO PÚBLICO;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0;135,85;135,85;135,85;0;0;0;0;0;0
;;1;55;16501;60917;2017/007064;2017/007064;ILUMINACIÓN Y SEGURIDAD BARRIO DE LA ESTRELLA, DISTRITO RETIRO.MEJORA (ID: 4716);203;RETIRO;8;MANTENIMIENTO URBANO;0;ALUMBRADO PÚBLICO;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0;448,68;448,68;448,68;0;0;0;0;0;0
;;1;55;16501;60917;2017/007065;2017/007065;TECNOLOGÍA LED EN ESPACIOS PÚBLICOS. IMPLANTACIÓN (ID: 5064);998;VARIOS DISTRITOS;8;MANTENIMIENTO URBANO;0;ALUMBRADO PÚBLICO;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0;408.076,51;408.076,51;0;0;408.076,51;408.076,51;99.457,65;0;99.457,65
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;16501;61911;2018/005127;2018/005127;IFS-MEJORA DE INSTALACIONES DE VENTILACIÓN Y SEGURIDAD EN PASOS A DISTINTO NIVEL;998;VARIOS DISTRITOS;8;MANTENIMIENTO URBANO;4;CONSERVACIÓN  PASOS A DISTINTO NIVEL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.984.584,40;1.984.584,40;0;0;1.984.584,40;1.779.378,37;594.327,19;0;594.327,19
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;16501;61917;2018/005122;2018/005122;IFS-DIVERSAS CALLES DISTRITO USERA. MEJORA ILUMINACIÓN;212;USERA;8;MANTENIMIENTO URBANO;2;VÍAS PÚBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;100.000,00;100.000,00;0;0;100.000,00;72.670,00;70.488,29;0;70.488,29
4;SC Y CE FINANC. CON RTG;1;55;16501;61917;2019/003676;2019/003676;IFS-MEJORA DE LA EFICIENCIA LUMÍNICA EN LA  PLAZA MAYOR;201;CENTRO;8;MANTENIMIENTO URBANO;0;ALUMBRADO PÚBLICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;700.000,00;700.000,00;700.000,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;17102;61921;2018/006734;2018/006734;IFS-RENATURALIZACIÓN  JARDINERAS Y ALCORQUES. PLANES INTEGRALES DE BARRIO;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;903.214,34;903.214,34;278.346,76;0;624.867,58;624.867,58;0;0;0
;;1;55;23101;62200;2019/003873;2019/003873;INMUEBLES EN PLAZA EURÍPIDES, 1. ADQUISICIÓN;220;SAN BLAS-CANILLEJAS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;4;ATENCIÓN SOCIAL A LA MUJER;;;;;;;0;10.000,00;10.000,00;10.000,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;23101;62200;2018/006769;2018/006769;IFS-INMUEBLE PARA LOS SERVICIOS DE POLÍTICAS DE GÉNERO Y DIVERSIDAD. ADQUISICIÓN;999;NO DISTRITALIZABLE;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;4;ATENCIÓN SOCIAL A LA MUJER;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;554,09;554,09;0;0;554,09;554,09;0;0;0
4;SC Y CE FINANC. CON RTG;1;55;23101;62200;2019/003873;2019/003873;IFS-INMUEBLES EN PLAZA EURÍPIDES, 1. ADQUISICIÓN;220;SAN BLAS-CANILLEJAS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;4;ATENCIÓN SOCIAL A LA MUJER;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;181.500,00;181.500,00;181.500,00;0;0;0;0;0;0
;;1;55;23103;62200;2018/006768;2018/006768;INMUEBLE SITO EN CALLE SAN PANCRACIO ,1. ADQUISICIÓN;208;FUENCARRAL-EL PARDO;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;0;661,41;661,41;661,41;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;23103;62200;2018/006768;2018/006768;IFS-INMUEBLE SITO EN CALLE SAN PANCRACIO ,1. ADQUISICIÓN;208;FUENCARRAL-EL PARDO;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;253,12;253,12;0;0;253,12;253,12;0;0;0
4;SC Y CE FINANC. CON RTG;1;55;23103;62200;2019/003875;2019/003875;IFS-LOCAL EN C/ SAN PANCRACIO, 1. ADQUISICIÓN;208;FUENCARRAL-EL PARDO;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;141.500,00;141.500,00;0;0;141.500,00;141.500,00;130.000,00;0;130.000,00
4;SC Y CE FINANC. CON RTG;1;55;23106;62200;2019/003869;2019/003869;IFS-LOCALES C/ MONTE ESQUINZA, 41. ADQUISICIÓN;207;CHAMBERI;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;2.700.000,00;2.700.000,00;3.827,28;0;2.696.172,72;2.696.172,72;2.666.172,72;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;32110;62200;2018/006007;2018/006007;IFS-ESCUELA INFANTIL EN LA AVENIDA DE VALLADOLID. CONSTRUCCIÓN;209;MONCLOA-ARAVACA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;879.748,73;879.748,73;0;0;879.748,73;879.748,73;879.748,73;0;879.748,73
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;32110;62200;2018/006008;2018/006008;IFS-ESCUELA INFANTIL MOSCARDÓ. CONSTRUCCIÓN;212;USERA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0;2,95;2,95;0;0;2,95;2,95;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;32110;62200;2018/006012;2018/006012;IFS-ESCUELA INFANTIL C/ RODAS, 20-22. CONSTRUCCIÓN;201;CENTRO;5;EDUCACIÓN;1;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.680.743,66;1.680.743,66;798.313,89;0;882.429,77;882.429,77;882.429,01;0;418.582,62
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;32110;62200;2018/006017;2018/006017;IFS-ESCUELA INFANTIL EN SANCHINARRO. CONSTRUCCIÓN (ID 2017: 926);216;HORTALEZA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;0,67;0,67;0;0;0,67;0,67;0;0;0
;;1;55;33210;62200;2018/006094;2018/006094;BIBLIOTECA EN C/ LEONOR GÓNGORA, 19. ADQUISICIÓN;217;VILLAVERDE;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;0;363,69;363,69;363,69;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;55;33303;62200;2019/003874;2019/003874;IFS-LOCALES EN C/ SEBASTIÁN FRANCISCO, 2-4 C/V. SAN FAUSTINO. ADQUISICIÓN;220;SAN BLAS-CANILLEJAS;10;CULTURA;4;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;578.000,00;578.000,00;251,69;0;577.748,31;577.748,31;547.748,31;0;547.748,31
4;SC Y CE FINANC. CON RTG;1;55;33303;62200;2019/004012;2019/004012;IFS-C/ SAN AGAPITO, 47 C/V. DIAMANTE, 22. ADQUISICIÓN DE INMUEBLE;217;VILLAVERDE;10;CULTURA;4;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;800.000,00;800.000,00;245.335,00;0;554.665,00;554.665,00;524.665,00;0;524.665,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;55;33601;63200;2018/006054;2018/006054;IFS-ANTIGUAS OFICINAS TEATRO MADRID. REHABILITACIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;4;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;337.289,82;337.289,82;0;0;337.289,82;43.594,79;0;0;0
4;SC Y CE FINANC. CON RTG;1;55;46300;62200;2019/003891;2019/003891;IFS-EDIFICIO C/ CIFUENTES, 27. ADQUISICIÓN;217;VILLAVERDE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;3;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.886.785,83;1.886.785,83;1.886.785,83;0;0;0;0;0;0
;;1;55;93301;62200;2016/000277;2016/000277;CENTRO DE SERVICIOS SOCIALES ENTREVIAS, C/ YUSTE, 8. AMPLIACIÓN;213;PUENTE DE VALLECAS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;;;;;;;0;203.025,94;203.025,94;0;0;203.025,94;203.025,94;19.069,10;0;0
;;1;55;93301;62200;2016/000341;2016/000341;INSTALACIÓN DEPORTIVA ENSANCHE DE VALLECAS (PAU VALLECAS). CONSTRUCCIÓN;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;;;;;;;0;2.084.206,40;2.084.206,40;0,72;0;2.084.205,68;2.084.205,68;1.455.793,82;0;1.455.793,82
;;1;55;93301;62200;2016/000342;2016/000342;INSTALACIÓN DEPORTIVA LAS ROSAS, C/ CALABRIA. CONSTRUCCIÓN;220;SAN BLAS-CANILLEJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0;138.626,18;138.626,18;0;0;138.626,18;138.626,18;138.626,18;0;138.626,18
;;1;55;93301;62200;2016/000470;2016/000470;CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;;;;;;;0;47.926,37;47.926,37;47.926,37;0;0;0;0;0;0
;;1;55;93301;62200;2016/000475;2016/000475;CENTRO DE MAYORES Y SERVICIOS SOCIALES TRAVESÍA CAÑO, 5. CONSTRUCCIÓN;209;MONCLOA-ARAVACA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;;;;;;;0;1.461.040,98;1.461.040,98;0;0;1.461.040,98;1.461.040,98;1.102.299,56;0;490.191,28
;;1;55;93301;62200;2016/000505;2016/000505;FACTORÍA INDUSTRIAL EN VILLAVERDE (EL GATO). CONSTRUCCIÓN;217;VILLAVERDE;14;SECTORES PRODUCTIVOS;1;PROMOCIÓN ECONÓMICA;;;;;;;0;968.116,50;968.116,50;0;0;968.116,50;968.116,50;968.116,34;0;504.231,53
;;1;55;93301;62200;2016/000529;2016/000529;CENTRO DE MAYORES C/ BLAS CABRERA. CONSTRUCCIÓN (ID 17: 5177);210;LATINA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;1;CENTROS DE MAYORES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0;783.083,73;783.083,73;99,24;0;782.984,49;782.984,49;782.984,07;0;777.719,80
;;1;55;93301;62200;2016/000533;2016/000533;CENTRO DEPORTIVO LA CEBADA. CONSTRUCCIÓN;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;;;;;;;0;1.919.081,47;1.919.081,47;1.569.081,47;0;350.000,00;350.000,00;349.999,87;0;299.028,93
;;1;55;93301;62200;2016/000537;2016/000537;CENTRO JUVENIL ZOFIO. CONSTRUCCIÓN;212;USERA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;3;CENTROS JUVENILES;;;;;;;0;1.796.949,08;1.796.949,08;0;0;1.796.949,08;1.796.949,08;0;0;0
;;1;55;93301;62200;2016/000538;2016/000538;CENTRO DE SERVICIOS SOCIALES ENSANCHE DE VALLECAS. CONSTRUCCIÓN;218;VILLA DE VALLECAS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;;;;;;;0;382.400,00;382.400,00;0;0;382.400,00;382.400,00;0;0;0
;;1;55;93301;62200;2016/000539;2016/000539;POLIDEPORTIVO C/MISTRAL, ENSANCHE DE BARAJAS. CONSTRUCCIÓN;221;BARAJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;;;;;;;0;203.569,02;203.569,02;2.060,84;0;201.508,18;201.508,18;201.508,18;0;201.508,18
;;1;55;93301;62200;2017/000189;2017/000189;UNIDAD INTEGRAL POLICÍA DISTRITO RETIRO Y BASE DEL SAMUR. CONSTRUCCIÓN;203;RETIRO;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;;;;;;;0;10.314,62;10.314,62;0;0;10.314,62;10.314,62;10.314,62;0;0
;;1;55;93301;62200;2017/000191;2017/000191;PISCINA CUBIERTA C/CEA BERMUDEZ. CONSTRUCCIÓN;207;CHAMBERI;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;;;;;;;0;1.945.083,46;1.945.083,46;0;0;1.945.083,46;1.945.083,46;37.953,14;0;36.060,35
;;1;55;93301;62200;2017/000195;2017/000195;EDIFICIO DOTACIONAL C/EDUARDO MORALES, 28. CONSTRUCCIÓN;211;CARABANCHEL;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0;12.436,67;12.436,67;0;0;12.436,67;12.436,67;0;0;0
;;1;55;93301;62200;2017/000321;2017/000321;CENTRO DEPORTIVO EN EL BARRIO DE LAS TABLAS. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;;;;;;;0;248.230,00;248.230,00;0,97;0;248.229,03;248.229,03;248.229,03;0;248.229,03
;;1;55;93301;62200;2017/000407;2017/000407;CASA DE LA JUVENTUD EN ARAVACA, C/CAROLI C/V C/GALAXIA. CONSTRUCCIÓN;209;MONCLOA-ARAVACA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;3;CENTROS JUVENILES;;;;;;;0;90.434,07;90.434,07;0;0;90.434,07;90.434,07;90.434,07;0;0
;;1;55;93301;62200;2017/000456;2017/000456;ESCUELA INFANTIL PARQUE INGENIEROS. CONSTRUCCIÓN;217;VILLAVERDE;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;1.087.274,81;1.087.274,81;0;0;1.087.274,81;1.087.274,81;338.247,12;0;219.349,58
;;1;55;93301;62200;2017/000597;2017/000597;CENTRO DE SERVICIOS SOCIALES EN SAN BLAS, C/POBLADURA DEL VALLE, 13. CONSTRUCCIÓN;220;SAN BLAS-CANILLEJAS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2;CENTROS DE SERVICIOS SOCIALES;;;;;;;0;988.069,02;988.069,02;0;0;988.069,02;988.069,02;3.654,30;0;664,75
;;1;55;93301;62200;2017/000609;2017/000609;PARQUE DE BOMBEROS EN EL DISTRITO DE VILLA DE VALLECAS. CONSTRUCCIÓN;218;VILLA DE VALLECAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;0;25.914,33;25.914,33;0;0;25.914,33;25.914,33;25.914,33;0;25.914,33
