ccaa_iso,CovidStatusID,fecha,num_casos,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
CB,CB_2020-04-04T00:00Z,2020-04-04T00:00:00Z,62,0,0,0
CE,CE_2020-04-04T00:00Z,2020-04-04T00:00:00Z,2,0,0,2
CL,CL_2020-04-04T00:00Z,2020-04-04T00:00:00Z,569,87,0,0
CM,CM_2020-04-04T00:00Z,2020-04-04T00:00:00Z,381,35,0,202
CN,CN_2020-04-04T00:00Z,2020-04-04T00:00:00Z,29,0,0,1
CT,CT_2020-04-04T00:00Z,2020-04-04T00:00:00Z,971,0,2,39
EX,EX_2020-04-04T00:00Z,2020-04-04T00:00:00Z,75,28,0,0
GA,GA_2020-04-04T00:00Z,2020-04-04T00:00:00Z,134,0,0,1
IB,IB_2020-04-04T00:00Z,2020-04-04T00:00:00Z,25,2,0,0
MC,MC_2020-04-04T00:00Z,2020-04-04T00:00:00Z,22,3,0,0
MD,MD_2020-04-04T00:00Z,2020-04-04T00:00:00Z,718,0,0,2
ML,ML_2020-04-04T00:00Z,2020-04-04T00:00:00Z,3,1,0,0
NC,NC_2020-04-04T00:00Z,2020-04-04T00:00:00Z,88,12,0,0
PV,PV_2020-04-04T00:00Z,2020-04-04T00:00:00Z,215,0,0,15
RI,RI_2020-04-04T00:00Z,2020-04-04T00:00:00Z,55,2,0,0
VC,VC_2020-04-04T00:00Z,2020-04-04T00:00:00Z,142,19,0,5
AN,AN_2020-04-05T00:00Z,2020-04-05T00:00:00Z,277,117,0,0
AR,AR_2020-04-05T00:00Z,2020-04-05T00:00:00Z,96,0,1,1
AS,AS_2020-04-05T00:00Z,2020-04-05T00:00:00Z,43,0,0,0
CB,CB_2020-04-05T00:00Z,2020-04-05T00:00:00Z,25,0,0,0
CE,CE_2020-04-05T00:00Z,2020-04-05T00:00:00Z,2,0,0,2
CL,CL_2020-04-05T00:00Z,2020-04-05T00:00:00Z,390,72,0,0
CM,CM_2020-04-05T00:00Z,2020-04-05T00:00:00Z,462,33,1,191
CN,CN_2020-04-05T00:00Z,2020-04-05T00:00:00Z,17,0,0,2
CT,CT_2020-04-05T00:00Z,2020-04-05T00:00:00Z,846,0,0,40
EX,EX_2020-04-05T00:00Z,2020-04-05T00:00:00Z,53,28,0,0
GA,GA_2020-04-05T00:00Z,2020-04-05T00:00:00Z,118,2,0,1
IB,IB_2020-04-05T00:00Z,2020-04-05T00:00:00Z,30,2,0,1
MC,MC_2020-04-05T00:00Z,2020-04-05T00:00:00Z,29,18,0,0
MD,MD_2020-04-05T00:00Z,2020-04-05T00:00:00Z,636,0,0,1
ML,ML_2020-04-05T00:00Z,2020-04-05T00:00:00Z,1,1,0,0
NC,NC_2020-04-05T00:00Z,2020-04-05T00:00:00Z,101,15,0,0
PV,PV_2020-04-05T00:00Z,2020-04-05T00:00:00Z,229,0,0,11
RI,RI_2020-04-05T00:00Z,2020-04-05T00:00:00Z,36,1,0,0
VC,VC_2020-04-05T00:00Z,2020-04-05T00:00:00Z,122,12,0,5
AN,AN_2020-04-06T00:00Z,2020-04-06T00:00:00Z,187,49,0,1
AR,AR_2020-04-06T00:00Z,2020-04-06T00:00:00Z,125,0,0,0
AS,AS_2020-04-06T00:00Z,2020-04-06T00:00:00Z,41,0,0,0
CB,CB_2020-04-06T00:00Z,2020-04-06T00:00:00Z,28,1,0,0
CE,CE_2020-04-06T00:00Z,2020-04-06T00:00:00Z,3,0,0,2
CL,CL_2020-04-06T00:00Z,2020-04-06T00:00:00Z,594,133,0,0
CM,CM_2020-04-06T00:00Z,2020-04-06T00:00:00Z,416,25,1,264
CN,CN_2020-04-06T00:00Z,2020-04-06T00:00:00Z,13,0,0,0
CT,CT_2020-04-06T00:00Z,2020-04-06T00:00:00Z,817,0,1,78
EX,EX_2020-04-06T00:00Z,2020-04-06T00:00:00Z,78,41,0,0
GA,GA_2020-04-06T00:00Z,2020-04-06T00:00:00Z,184,6,0,1
IB,IB_2020-04-06T00:00Z,2020-04-06T00:00:00Z,26,5,0,0
MC,MC_2020-04-06T00:00Z,2020-04-06T00:00:00Z,15,9,0,0
MD,MD_2020-04-06T00:00Z,2020-04-06T00:00:00Z,626,0,0,1
ML,ML_2020-04-06T00:00Z,2020-04-06T00:00:00Z,0,0,0,0
NC,NC_2020-04-06T00:00Z,2020-04-06T00:00:00Z,149,17,0,0
PV,PV_2020-04-06T00:00Z,2020-04-06T00:00:00Z,299,0,0,14
RI,RI_2020-04-06T00:00Z,2020-04-06T00:00:00Z,41,0,0,0
VC,VC_2020-04-06T00:00Z,2020-04-06T00:00:00Z,180,37,0,6
AN,AN_2020-04-07T00:00Z,2020-04-07T00:00:00Z,266,103,0,0
AR,AR_2020-04-07T00:00Z,2020-04-07T00:00:00Z,108,0,0,0
AS,AS_2020-04-07T00:00Z,2020-04-07T00:00:00Z,45,0,0,0
CB,CB_2020-04-07T00:00Z,2020-04-07T00:00:00Z,13,0,0,0
CE,CE_2020-04-07T00:00Z,2020-04-07T00:00:00Z,2,0,0,2
CL,CL_2020-04-07T00:00Z,2020-04-07T00:00:00Z,430,102,0,0
CM,CM_2020-04-07T00:00Z,2020-04-07T00:00:00Z,364,23,0,243
CN,CN_2020-04-07T00:00Z,2020-04-07T00:00:00Z,26,0,0,2
CT,CT_2020-04-07T00:00Z,2020-04-07T00:00:00Z,745,0,0,66
EX,EX_2020-04-07T00:00Z,2020-04-07T00:00:00Z,72,45,0,0
GA,GA_2020-04-07T00:00Z,2020-04-07T00:00:00Z,154,3,0,3
IB,IB_2020-04-07T00:00Z,2020-04-07T00:00:00Z,19,1,0,0
MC,MC_2020-04-07T00:00Z,2020-04-07T00:00:00Z,10,5,0,1
MD,MD_2020-04-07T00:00Z,2020-04-07T00:00:00Z,747,0,0,2
ML,ML_2020-04-07T00:00Z,2020-04-07T00:00:00Z,2,0,0,0
NC,NC_2020-04-07T00:00Z,2020-04-07T00:00:00Z,118,34,0,0
PV,PV_2020-04-07T00:00Z,2020-04-07T00:00:00Z,241,0,0,18
RI,RI_2020-04-07T00:00Z,2020-04-07T00:00:00Z,52,1,0,0
VC,VC_2020-04-07T00:00Z,2020-04-07T00:00:00Z,171,39,0,5
AN,AN_2020-04-08T00:00Z,2020-04-08T00:00:00Z,252,119,0,0
AR,AR_2020-04-08T00:00Z,2020-04-08T00:00:00Z,111,0,0,1
AS,AS_2020-04-08T00:00Z,2020-04-08T00:00:00Z,48,0,0,0
CB,CB_2020-04-08T00:00Z,2020-04-08T00:00:00Z,26,0,0,0
CE,CE_2020-04-08T00:00Z,2020-04-08T00:00:00Z,1,1,0,0
CL,CL_2020-04-08T00:00Z,2020-04-08T00:00:00Z,508,136,0,0
CM,CM_2020-04-08T00:00Z,2020-04-08T00:00:00Z,365,21,0,238
CN,CN_2020-04-08T00:00Z,2020-04-08T00:00:00Z,16,0,0,2
CT,CT_2020-04-08T00:00Z,2020-04-08T00:00:00Z,995,0,2,40
EX,EX_2020-04-08T00:00Z,2020-04-08T00:00:00Z,83,47,0,0
GA,GA_2020-04-08T00:00Z,2020-04-08T00:00:00Z,150,2,0,1
IB,IB_2020-04-08T00:00Z,2020-04-08T00:00:00Z,23,1,0,0
MC,MC_2020-04-08T00:00Z,2020-04-08T00:00:00Z,40,24,0,0
MD,MD_2020-04-08T00:00Z,2020-04-08T00:00:00Z,682,0,0,0
ML,ML_2020-04-08T00:00Z,2020-04-08T00:00:00Z,0,0,0,0
NC,NC_2020-04-08T00:00Z,2020-04-08T00:00:00Z,119,26,0,0
PV,PV_2020-04-08T00:00Z,2020-04-08T00:00:00Z,243,0,0,25
RI,RI_2020-04-08T00:00Z,2020-04-08T00:00:00Z,45,6,0,0
VC,VC_2020-04-08T00:00Z,2020-04-08T00:00:00Z,170,41,0,4
AN,AN_2020-04-09T00:00Z,2020-04-09T00:00:00Z,137,52,0,0
AR,AR_2020-04-09T00:00Z,2020-04-09T00:00:00Z,104,0,0,15
AS,AS_2020-04-09T00:00Z,2020-04-09T00:00:00Z,43,0,0,0
CB,CB_2020-04-09T00:00Z,2020-04-09T00:00:00Z,23,0,0,0
CE,CE_2020-04-09T00:00Z,2020-04-09T00:00:00Z,3,1,0,1
CL,CL_2020-04-09T00:00Z,2020-04-09T00:00:00Z,537,186,0,0
CM,CM_2020-04-09T00:00Z,2020-04-09T00:00:00Z,344,9,2,252
CN,CN_2020-04-09T00:00Z,2020-04-09T00:00:00Z,26,0,0,3
CT,CT_2020-04-09T00:00Z,2020-04-09T00:00:00Z,1053,0,1,42
EX,EX_2020-04-09T00:00Z,2020-04-09T00:00:00Z,76,55,0,0
GA,GA_2020-04-09T00:00Z,2020-04-09T00:00:00Z,159,8,0,2
IB,IB_2020-04-09T00:00Z,2020-04-09T00:00:00Z,11,3,0,0
MC,MC_2020-04-09T00:00Z,2020-04-09T00:00:00Z,27,21,0,1
MD,MD_2020-04-09T00:00Z,2020-04-09T00:00:00Z,639,0,0,4
ML,ML_2020-04-09T00:00Z,2020-04-09T00:00:00Z,0,0,0,0
NC,NC_2020-04-09T00:00Z,2020-04-09T00:00:00Z,112,33,0,0
PV,PV_2020-04-09T00:00Z,2020-04-09T00:00:00Z,215,0,0,22
RI,RI_2020-04-09T00:00Z,2020-04-09T00:00:00Z,44,2,0,0
VC,VC_2020-04-09T00:00Z,2020-04-09T00:00:00Z,173,51,0,5
AN,AN_2020-04-10T00:00Z,2020-04-10T00:00:00Z,218,120,0,0
AR,AR_2020-04-10T00:00Z,2020-04-10T00:00:00Z,83,0,1,9
AS,AS_2020-04-10T00:00Z,2020-04-10T00:00:00Z,57,0,0,0
CB,CB_2020-04-10T00:00Z,2020-04-10T00:00:00Z,29,0,0,0
CE,CE_2020-04-10T00:00Z,2020-04-10T00:00:00Z,1,0,0,1
CL,CL_2020-04-10T00:00Z,2020-04-10T00:00:00Z,558,234,0,0
CM,CM_2020-04-10T00:00Z,2020-04-10T00:00:00Z,298,18,0,210
CN,CN_2020-04-10T00:00Z,2020-04-10T00:00:00Z,14,0,0,1
CT,CT_2020-04-10T00:00Z,2020-04-10T00:00:00Z,1014,0,2,45
EX,EX_2020-04-10T00:00Z,2020-04-10T00:00:00Z,98,59,0,0
GA,GA_2020-04-10T00:00Z,2020-04-10T00:00:00Z,80,9,0,0
IB,IB_2020-04-10T00:00Z,2020-04-10T00:00:00Z,21,4,0,0
MC,MC_2020-04-10T00:00Z,2020-04-10T00:00:00Z,12,7,0,0
MD,MD_2020-04-10T00:00Z,2020-04-10T00:00:00Z,709,0,0,2
ML,ML_2020-04-10T00:00Z,2020-04-10T00:00:00Z,1,0,0,0
NC,NC_2020-04-10T00:00Z,2020-04-10T00:00:00Z,106,37,0,0
PV,PV_2020-04-10T00:00Z,2020-04-10T00:00:00Z,199,0,0,23
RI,RI_2020-04-10T00:00Z,2020-04-10T00:00:00Z,40,1,0,0
VC,VC_2020-04-10T00:00Z,2020-04-10T00:00:00Z,141,45,0,1
AN,AN_2020-04-11T00:00Z,2020-04-11T00:00:00Z,161,68,0,0
AR,AR_2020-04-11T00:00Z,2020-04-11T00:00:00Z,63,0,0,6
AS,AS_2020-04-11T00:00Z,2020-04-11T00:00:00Z,53,0,0,0
CB,CB_2020-04-11T00:00Z,2020-04-11T00:00:00Z,24,0,0,0
CE,CE_2020-04-11T00:00Z,2020-04-11T00:00:00Z,2,2,0,0
CL,CL_2020-04-11T00:00Z,2020-04-11T00:00:00Z,482,171,0,0
CM,CM_2020-04-11T00:00Z,2020-04-11T00:00:00Z,155,13,0,83
CN,CN_2020-04-11T00:00Z,2020-04-11T00:00:00Z,14,0,0,0
CT,CT_2020-04-11T00:00Z,2020-04-11T00:00:00Z,1060,0,1,29
EX,EX_2020-04-11T00:00Z,2020-04-11T00:00:00Z,71,44,0,0
GA,GA_2020-04-11T00:00Z,2020-04-11T00:00:00Z,66,2,0,1
IB,IB_2020-04-11T00:00Z,2020-04-11T00:00:00Z,15,1,0,0
MC,MC_2020-04-11T00:00Z,2020-04-11T00:00:00Z,12,7,0,0
MD,MD_2020-04-11T00:00Z,2020-04-11T00:00:00Z,575,1,0,0
ML,ML_2020-04-11T00:00Z,2020-04-11T00:00:00Z,0,0,0,0
NC,NC_2020-04-11T00:00Z,2020-04-11T00:00:00Z,84,39,0,0
PV,PV_2020-04-11T00:00Z,2020-04-11T00:00:00Z,140,0,0,16
RI,RI_2020-04-11T00:00Z,2020-04-11T00:00:00Z,25,2,0,0
VC,VC_2020-04-11T00:00Z,2020-04-11T00:00:00Z,133,50,0,5
AN,AN_2020-04-12T00:00Z,2020-04-12T00:00:00Z,129,48,0,0
AR,AR_2020-04-12T00:00Z,2020-04-12T00:00:00Z,55,0,0,4
AS,AS_2020-04-12T00:00Z,2020-04-12T00:00:00Z,23,0,0,0
CB,CB_2020-04-12T00:00Z,2020-04-12T00:00:00Z,46,0,0,0
CE,CE_2020-04-12T00:00Z,2020-04-12T00:00:00Z,0,0,0,0
CL,CL_2020-04-12T00:00Z,2020-04-12T00:00:00Z,326,167,0,0
CM,CM_2020-04-12T00:00Z,2020-04-12T00:00:00Z,225,6,0,147
CN,CN_2020-04-12T00:00Z,2020-04-12T00:00:00Z,8,0,0,0
CT,CT_2020-04-12T00:00Z,2020-04-12T00:00:00Z,668,0,1,21
EX,EX_2020-04-12T00:00Z,2020-04-12T00:00:00Z,47,26,0,0
GA,GA_2020-04-12T00:00Z,2020-04-12T00:00:00Z,66,3,0,1
IB,IB_2020-04-12T00:00Z,2020-04-12T00:00:00Z,15,0,0,0
MC,MC_2020-04-12T00:00Z,2020-04-12T00:00:00Z,11,4,0,3
MD,MD_2020-04-12T00:00Z,2020-04-12T00:00:00Z,503,0,0,1
ML,ML_2020-04-12T00:00Z,2020-04-12T00:00:00Z,1,0,0,0
NC,NC_2020-04-12T00:00Z,2020-04-12T00:00:00Z,90,31,0,0
PV,PV_2020-04-12T00:00Z,2020-04-12T00:00:00Z,153,0,0,11
RI,RI_2020-04-12T00:00Z,2020-04-12T00:00:00Z,22,0,0,0
VC,VC_2020-04-12T00:00Z,2020-04-12T00:00:00Z,83,14,0,2
AN,AN_2020-04-13T00:00Z,2020-04-13T00:00:00Z,112,41,0,0
AR,AR_2020-04-13T00:00Z,2020-04-13T00:00:00Z,84,0,0,13
AS,AS_2020-04-13T00:00Z,2020-04-13T00:00:00Z,32,0,0,0
CB,CB_2020-04-13T00:00Z,2020-04-13T00:00:00Z,35,0,0,0
CE,CE_2020-04-13T00:00Z,2020-04-13T00:00:00Z,2,1,0,1
CL,CL_2020-04-13T00:00Z,2020-04-13T00:00:00Z,512,277,0,0
CM,CM_2020-04-13T00:00Z,2020-04-13T00:00:00Z,327,10,1,210
CN,CN_2020-04-13T00:00Z,2020-04-13T00:00:00Z,14,0,0,1
CT,CT_2020-04-13T00:00Z,2020-04-13T00:00:00Z,600,0,2,46
EX,EX_2020-04-13T00:00Z,2020-04-13T00:00:00Z,68,44,0,0
GA,GA_2020-04-13T00:00Z,2020-04-13T00:00:00Z,110,7,0,0
IB,IB_2020-04-13T00:00Z,2020-04-13T00:00:00Z,15,4,0,1
MC,MC_2020-04-13T00:00Z,2020-04-13T00:00:00Z,7,6,0,0
MD,MD_2020-04-13T00:00Z,2020-04-13T00:00:00Z,382,0,0,3
ML,ML_2020-04-13T00:00Z,2020-04-13T00:00:00Z,1,0,0,0
NC,NC_2020-04-13T00:00Z,2020-04-13T00:00:00Z,87,31,0,0
PV,PV_2020-04-13T00:00Z,2020-04-13T00:00:00Z,130,0,0,21
RI,RI_2020-04-13T00:00Z,2020-04-13T00:00:00Z,29,4,0,0
VC,VC_2020-04-13T00:00Z,2020-04-13T00:00:00Z,99,31,0,5
AN,AN_2020-04-14T00:00Z,2020-04-14T00:00:00Z,209,152,0,0
AR,AR_2020-04-14T00:00Z,2020-04-14T00:00:00Z,53,0,0,9
AS,AS_2020-04-14T00:00Z,2020-04-14T00:00:00Z,30,0,0,0
CB,CB_2020-04-14T00:00Z,2020-04-14T00:00:00Z,14,0,0,0
CE,CE_2020-04-14T00:00Z,2020-04-14T00:00:00Z,0,0,0,0
CL,CL_2020-04-14T00:00Z,2020-04-14T00:00:00Z,461,260,0,0
CM,CM_2020-04-14T00:00Z,2020-04-14T00:00:00Z,233,17,0,149
CN,CN_2020-04-14T00:00Z,2020-04-14T00:00:00Z,13,0,0,1
CT,CT_2020-04-14T00:00Z,2020-04-14T00:00:00Z,728,0,1,28
EX,EX_2020-04-14T00:00Z,2020-04-14T00:00:00Z,87,59,0,0
GA,GA_2020-04-14T00:00Z,2020-04-14T00:00:00Z,99,34,0,2
IB,IB_2020-04-14T00:00Z,2020-04-14T00:00:00Z,10,2,0,0
MC,MC_2020-04-14T00:00Z,2020-04-14T00:00:00Z,7,2,0,0
MD,MD_2020-04-14T00:00Z,2020-04-14T00:00:00Z,499,0,0,4
ML,ML_2020-04-14T00:00Z,2020-04-14T00:00:00Z,0,0,0,0
NC,NC_2020-04-14T00:00Z,2020-04-14T00:00:00Z,100,52,0,0
PV,PV_2020-04-14T00:00Z,2020-04-14T00:00:00Z,104,0,0,15
RI,RI_2020-04-14T00:00Z,2020-04-14T00:00:00Z,24,0,0,0
VC,VC_2020-04-14T00:00Z,2020-04-14T00:00:00Z,98,29,0,6
AN,AN_2020-04-15T00:00Z,2020-04-15T00:00:00Z,216,126,0,0
AR,AR_2020-04-15T00:00Z,2020-04-15T00:00:00Z,79,0,0,15
AS,AS_2020-04-15T00:00Z,2020-04-15T00:00:00Z,40,0,0,0
CB,CB_2020-04-15T00:00Z,2020-04-15T00:00:00Z,17,0,0,0
CE,CE_2020-04-15T00:00Z,2020-04-15T00:00:00Z,0,0,0,0
CL,CL_2020-04-15T00:00Z,2020-04-15T00:00:00Z,342,168,0,0
CM,CM_2020-04-15T00:00Z,2020-04-15T00:00:00Z,180,6,0,97
CN,CN_2020-04-15T00:00Z,2020-04-15T00:00:00Z,15,0,0,0
CT,CT_2020-04-15T00:00Z,2020-04-15T00:00:00Z,753,0,1,23
EX,EX_2020-04-15T00:00Z,2020-04-15T00:00:00Z,97,72,0,0
GA,GA_2020-04-15T00:00Z,2020-04-15T00:00:00Z,199,100,0,2
IB,IB_2020-04-15T00:00Z,2020-04-15T00:00:00Z,9,4,0,0
MC,MC_2020-04-15T00:00Z,2020-04-15T00:00:00Z,9,3,0,1
MD,MD_2020-04-15T00:00Z,2020-04-15T00:00:00Z,505,0,0,1
ML,ML_2020-04-15T00:00Z,2020-04-15T00:00:00Z,0,0,0,0
NC,NC_2020-04-15T00:00Z,2020-04-15T00:00:00Z,78,43,0,0
PV,PV_2020-04-15T00:00Z,2020-04-15T00:00:00Z,109,0,0,10
RI,RI_2020-04-15T00:00Z,2020-04-15T00:00:00Z,16,2,0,0
VC,VC_2020-04-15T00:00Z,2020-04-15T00:00:00Z,151,75,0,4
AN,AN_2020-04-16T00:00Z,2020-04-16T00:00:00Z,175,125,0,0
AR,AR_2020-04-16T00:00Z,2020-04-16T00:00:00Z,65,0,0,10
AS,AS_2020-04-16T00:00Z,2020-04-16T00:00:00Z,12,0,0,0
CB,CB_2020-04-16T00:00Z,2020-04-16T00:00:00Z,18,0,0,0
CE,CE_2020-04-16T00:00Z,2020-04-16T00:00:00Z,1,0,0,0
CL,CL_2020-04-16T00:00Z,2020-04-16T00:00:00Z,299,155,0,0
CM,CM_2020-04-16T00:00Z,2020-04-16T00:00:00Z,127,10,0,84
CN,CN_2020-04-16T00:00Z,2020-04-16T00:00:00Z,15,0,0,1
CT,CT_2020-04-16T00:00Z,2020-04-16T00:00:00Z,716,0,0,14
EX,EX_2020-04-16T00:00Z,2020-04-16T00:00:00Z,69,45,1,0
GA,GA_2020-04-16T00:00Z,2020-04-16T00:00:00Z,108,36,0,3
IB,IB_2020-04-16T00:00Z,2020-04-16T00:00:00Z,14,0,0,0
MC,MC_2020-04-16T00:00Z,2020-04-16T00:00:00Z,2,1,0,0
MD,MD_2020-04-16T00:00Z,2020-04-16T00:00:00Z,596,0,0,1
ML,ML_2020-04-16T00:00Z,2020-04-16T00:00:00Z,0,0,0,0
NC,NC_2020-04-16T00:00Z,2020-04-16T00:00:00Z,61,31,0,0
PV,PV_2020-04-16T00:00Z,2020-04-16T00:00:00Z,128,0,0,20
RI,RI_2020-04-16T00:00Z,2020-04-16T00:00:00Z,29,1,0,0
VC,VC_2020-04-16T00:00Z,2020-04-16T00:00:00Z,131,75,0,3
AN,AN_2020-04-17T00:00Z,2020-04-17T00:00:00Z,141,78,0,0
AR,AR_2020-04-17T00:00Z,2020-04-17T00:00:00Z,69,0,0,16
AS,AS_2020-04-17T00:00Z,2020-04-17T00:00:00Z,12,0,0,0
CB,CB_2020-04-17T00:00Z,2020-04-17T00:00:00Z,27,0,0,1
CE,CE_2020-04-17T00:00Z,2020-04-17T00:00:00Z,1,1,0,0
CL,CL_2020-04-17T00:00Z,2020-04-17T00:00:00Z,206,60,0,0
CM,CM_2020-04-17T00:00Z,2020-04-17T00:00:00Z,145,14,0,107
CN,CN_2020-04-17T00:00Z,2020-04-17T00:00:00Z,9,0,0,0
CT,CT_2020-04-17T00:00Z,2020-04-17T00:00:00Z,612,0,0,27
EX,EX_2020-04-17T00:00Z,2020-04-17T00:00:00Z,101,73,0,0
GA,GA_2020-04-17T00:00Z,2020-04-17T00:00:00Z,98,43,0,3
IB,IB_2020-04-17T00:00Z,2020-04-17T00:00:00Z,11,3,0,1
MC,MC_2020-04-17T00:00Z,2020-04-17T00:00:00Z,6,3,0,0
MD,MD_2020-04-17T00:00Z,2020-04-17T00:00:00Z,389,0,0,0
ML,ML_2020-04-17T00:00Z,2020-04-17T00:00:00Z,0,0,0,0
NC,NC_2020-04-17T00:00Z,2020-04-17T00:00:00Z,86,42,0,0
PV,PV_2020-04-17T00:00Z,2020-04-17T00:00:00Z,150,0,0,18
RI,RI_2020-04-17T00:00Z,2020-04-17T00:00:00Z,25,2,0,0
VC,VC_2020-04-17T00:00Z,2020-04-17T00:00:00Z,157,72,0,3
AN,AN_2020-04-18T00:00Z,2020-04-18T00:00:00Z,135,94,0,0
AR,AR_2020-04-18T00:00Z,2020-04-18T00:00:00Z,57,0,0,2
AS,AS_2020-04-18T00:00Z,2020-04-18T00:00:00Z,9,0,0,0
CB,CB_2020-04-18T00:00Z,2020-04-18T00:00:00Z,13,0,0,0
CE,CE_2020-04-18T00:00Z,2020-04-18T00:00:00Z,1,1,0,0
CL,CL_2020-04-18T00:00Z,2020-04-18T00:00:00Z,171,76,1,0
CM,CM_2020-04-18T00:00Z,2020-04-18T00:00:00Z,97,6,0,59
CN,CN_2020-04-18T00:00Z,2020-04-18T00:00:00Z,9,0,0,0
CT,CT_2020-04-18T00:00Z,2020-04-18T00:00:00Z,454,0,0,24
EX,EX_2020-04-18T00:00Z,2020-04-18T00:00:00Z,90,72,0,0
GA,GA_2020-04-18T00:00Z,2020-04-18T00:00:00Z,107,45,0,0
IB,IB_2020-04-18T00:00Z,2020-04-18T00:00:00Z,14,2,0,0
MC,MC_2020-04-18T00:00Z,2020-04-18T00:00:00Z,5,5,0,0
MD,MD_2020-04-18T00:00Z,2020-04-18T00:00:00Z,467,0,0,0
ML,ML_2020-04-18T00:00Z,2020-04-18T00:00:00Z,0,0,0,0
NC,NC_2020-04-18T00:00Z,2020-04-18T00:00:00Z,65,26,0,0
PV,PV_2020-04-18T00:00Z,2020-04-18T00:00:00Z,108,0,0,11
RI,RI_2020-04-18T00:00Z,2020-04-18T00:00:00Z,17,0,0,0
VC,VC_2020-04-18T00:00Z,2020-04-18T00:00:00Z,199,142,0,5
AN,AN_2020-04-19T00:00Z,2020-04-19T00:00:00Z,74,46,0,0
AR,AR_2020-04-19T00:00Z,2020-04-19T00:00:00Z,44,0,0,9
AS,AS_2020-04-19T00:00Z,2020-04-19T00:00:00Z,6,0,0,0
CB,CB_2020-04-19T00:00Z,2020-04-19T00:00:00Z,15,0,0,0
CE,CE_2020-04-19T00:00Z,2020-04-19T00:00:00Z,0,0,0,0
CL,CL_2020-04-19T00:00Z,2020-04-19T00:00:00Z,217,81,0,0
CM,CM_2020-04-19T00:00Z,2020-04-19T00:00:00Z,105,1,0,71
CN,CN_2020-04-19T00:00Z,2020-04-19T00:00:00Z,15,0,0,0
CT,CT_2020-04-19T00:00Z,2020-04-19T00:00:00Z,267,0,0,9
EX,EX_2020-04-19T00:00Z,2020-04-19T00:00:00Z,48,36,1,0
GA,GA_2020-04-19T00:00Z,2020-04-19T00:00:00Z,57,10,0,0
IB,IB_2020-04-19T00:00Z,2020-04-19T00:00:00Z,10,2,0,0
MC,MC_2020-04-19T00:00Z,2020-04-19T00:00:00Z,4,1,0,0
MD,MD_2020-04-19T00:00Z,2020-04-19T00:00:00Z,265,0,0,1
ML,ML_2020-04-19T00:00Z,2020-04-19T00:00:00Z,0,0,0,0
NC,NC_2020-04-19T00:00Z,2020-04-19T00:00:00Z,46,11,0,0
PV,PV_2020-04-19T00:00Z,2020-04-19T00:00:00Z,54,0,0,4
RI,RI_2020-04-19T00:00Z,2020-04-19T00:00:00Z,14,0,0,0
VC,VC_2020-04-19T00:00Z,2020-04-19T00:00:00Z,71,45,0,1
AN,AN_2020-04-20T00:00Z,2020-04-20T00:00:00Z,78,40,0,0
AR,AR_2020-04-20T00:00Z,2020-04-20T00:00:00Z,46,0,0,16
AS,AS_2020-04-20T00:00Z,2020-04-20T00:00:00Z,7,0,0,0
CB,CB_2020-04-20T00:00Z,2020-04-20T00:00:00Z,24,0,0,0
CE,CE_2020-04-20T00:00Z,2020-04-20T00:00:00Z,1,0,0,0
CL,CL_2020-04-20T00:00Z,2020-04-20T00:00:00Z,261,64,1,0
CM,CM_2020-04-20T00:00Z,2020-04-20T00:00:00Z,142,3,0,86
CN,CN_2020-04-20T00:00Z,2020-04-20T00:00:00Z,16,0,0,1
CT,CT_2020-04-20T00:00Z,2020-04-20T00:00:00Z,370,0,1,27
EX,EX_2020-04-20T00:00Z,2020-04-20T00:00:00Z,49,18,0,0
GA,GA_2020-04-20T00:00Z,2020-04-20T00:00:00Z,89,23,0,4
IB,IB_2020-04-20T00:00Z,2020-04-20T00:00:00Z,18,3,0,1
MC,MC_2020-04-20T00:00Z,2020-04-20T00:00:00Z,2,1,0,0
MD,MD_2020-04-20T00:00Z,2020-04-20T00:00:00Z,279,0,0,0
ML,ML_2020-04-20T00:00Z,2020-04-20T00:00:00Z,2,0,0,0
NC,NC_2020-04-20T00:00Z,2020-04-20T00:00:00Z,63,32,0,0
PV,PV_2020-04-20T00:00Z,2020-04-20T00:00:00Z,82,0,0,4
RI,RI_2020-04-20T00:00Z,2020-04-20T00:00:00Z,9,0,0,0
VC,VC_2020-04-20T00:00Z,2020-04-20T00:00:00Z,72,34,0,3
AN,AN_2020-04-21T00:00Z,2020-04-21T00:00:00Z,154,116,0,0
AR,AR_2020-04-21T00:00Z,2020-04-21T00:00:00Z,132,0,0,95
AS,AS_2020-04-21T00:00Z,2020-04-21T00:00:00Z,16,0,0,0
CB,CB_2020-04-21T00:00Z,2020-04-21T00:00:00Z,10,0,0,0
CE,CE_2020-04-21T00:00Z,2020-04-21T00:00:00Z,2,2,0,0
CL,CL_2020-04-21T00:00Z,2020-04-21T00:00:00Z,279,159,0,0
CM,CM_2020-04-21T00:00Z,2020-04-21T00:00:00Z,148,4,0,109
CN,CN_2020-04-21T00:00Z,2020-04-21T00:00:00Z,7,0,0,0
CT,CT_2020-04-21T00:00Z,2020-04-21T00:00:00Z,200,0,1,19
EX,EX_2020-04-21T00:00Z,2020-04-21T00:00:00Z,69,53,0,0
GA,GA_2020-04-21T00:00Z,2020-04-21T00:00:00Z,98,48,0,7
